PointID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Mineral
Sample9_pt90,36.65,0.19,20.67,1,0,31.76,0.73,3.75,6.48,Garnet
Sample9_pt91,36.89,0.09,20.55,0,0,31.98,0.8,3.59,6.43,Garnet
Sample9_pt92,36.86,0.13,20.61,0.04,0,31.64,0.75,3.8,6.79,Garnet
Sample9_pt93,37.07,0.09,20.76,0.03,0,31.43,0.7,3.66,6.4,Garnet
Sample9_pt94,36.82,0.14,20.77,0,0,31.44,0.6,3.67,6.39,Garnet
Sample9_pt95,39.5,0.07,22.24,0.07,0,31.19,0.67,4.13,6.52,Garnet
Sample9_pt96,36.91,0.17,20.66,0.02,0,31.45,0.8,3.8,6.42,Garnet
Sample9_pt97,36.81,0.06,20.54,0,0,31.74,0.72,3.81,6.34,Garnet
Sample9_pt98,36.16,0.15,20.69,0,0,31.6,0.73,3.64,6.6,Garnet
Sample9_pt99,36.91,0.13,20.67,0,0,31.68,0.65,3.86,6.46,Garnet
Sample9_pt100,36.65,0.12,20.69,0.02,0,31.45,0.68,3.73,6.49,Garnet
Sample9_pt101,36.64,0.1,20.69,0,0,31.36,0.65,3.8,6.62,Garnet
Sample9_pt102,36.44,0.18,20.84,0,0,31.7,0.76,3.75,6.67,Garnet
Sample9_pt103,36.24,0.1,20.35,0,0,31.95,0.69,3.75,6.49,Garnet
Sample9_pt104,36.54,0.07,20.48,0,0,31.36,0.67,3.62,6.45,Garnet
Sample9_pt105,36.52,0.15,20.52,0,0,31.72,0.7,3.72,6.67,Garnet
Sample9_pt106,36.67,0.14,20.45,0,0,31.95,0.7,3.74,6.58,Garnet
Sample9_pt107,36.27,0.1,20.71,0,0,31.22,0.62,3.75,6.49,Garnet
Sample9_pt108,36.35,0.12,20.72,0.04,0,31.77,0.66,3.76,6.68,Garnet
Sample9_pt109,36.35,0.1,20.21,0.05,0,31.86,0.69,3.84,6.6,Garnet
Sample9_pt110,36.66,0.1,20.79,0,0,31.33,0.71,3.68,6.57,Garnet
Sample9_pt111,36.29,0.07,20.82,0,0,31.51,0.67,3.77,6.68,Garnet
Sample9_pt112,36.55,0.11,20.51,0,0,31.11,0.66,3.76,6.8,Garnet
Sample9_pt113,36.94,0.12,20.81,0,0,31.95,0.74,3.71,6.58,Garnet
Sample9_pt114,36.84,0.13,20.61,0.04,0,31.39,0.71,3.85,6.61,Garnet
Sample9_pt115,36.61,0.18,20.65,0,0,31.42,0.63,3.83,6.65,Garnet
Sample9_pt116,37.1,0.11,20.46,0,0,31.17,0.69,3.74,6.93,Garnet
Sample9_pt117,36.73,0.11,20.39,0,0,31.04,0.62,3.7,6.73,Garnet
Sample9_pt118,37.5,0.05,21.04,0.02,0,31.46,0.72,3.78,6.78,Garnet
Sample9_pt119,37.36,0.07,20.69,0,0,31.96,0.74,3.8,6.82,Garnet
Sample9_pt120,36.98,0.07,20.8,0.03,0,31.35,0.67,3.83,6.72,Garnet
Sample9_pt121,36.86,0.07,21.02,0.04,0,31.6,0.62,3.8,6.71,Garnet
Sample9_pt122,37.17,0.05,21.29,0,0,31.92,0.71,3.78,6.59,Garnet
Sample9_pt123,37.04,0,21.06,0.09,0,31.45,0.68,3.77,6.69,Garnet
Sample9_pt124,36.97,0.1,20.61,0,0,31.44,0.64,3.79,6.77,Garnet
Sample9_pt125,37.01,0.11,20.96,0,0,31.39,0.61,3.83,6.73,Garnet
Sample9_pt126,36.98,0.08,20.97,0,0,31.55,0.69,3.76,6.88,Garnet
Sample9_pt127,37.27,0.11,20.71,0,0,31.31,0.71,3.83,6.83,Garnet
Sample9_pt128,36.89,0,20.89,0,0,31.22,0.57,3.93,7.06,Garnet
Sample9_pt129,36.96,0.11,20.9,0,0,31.74,0.68,3.85,6.71,Garnet
Sample9_pt130,36.92,0.1,20.95,0,0,31.55,0.62,3.87,7.01,Garnet
Sample9_pt131,37.18,0.03,21.06,0.02,0,31.4,0.62,3.86,7.28,Garnet
Sample9_pt132,36.93,0.06,20.6,0,0,30.72,0.76,3.71,7.31,Garnet
Sample9_pt133,37.03,0.05,20.98,0,0,29.57,1.03,3.55,8.39,Garnet
Sample9_pt134,37.3,0.34,20.44,0,0,25.28,1.47,3.69,11.85,Garnet
Sample9_pt135,38.26,0.24,20.6,0,0,25.14,1.5,3.63,11.67,Garnet
Sample9_pt136,37.85,0.29,20.53,0,0,23.75,1.85,4.36,11.55,Garnet
Sample9_pt137,38.23,0.57,20.49,0,0,24.28,1.45,3.24,11.61,Garnet
Sample10_pt1,38.87,0.19,21.59,0,0,22.4,1.45,4.85,12.73,Garnet
Sample10_pt2,38.48,0.22,21.63,0.02,0,22.33,1.77,5.15,12.42,Garnet
Sample10_pt3,38.52,0.18,21.49,0.03,0,22.64,1.96,4.81,12.19,Garnet
Sample10_pt4,38.43,0.24,21.37,0,0,23.96,1.5,4.7,11.1,Garnet
Sample10_pt5,38.6,0.26,21.36,0,0,24.28,1.48,4.66,11.41,Garnet
Sample10_pt6,38.41,0.26,21.02,0,0,24.32,1.62,4.32,11.59,Garnet
Sample10_pt7,38.83,0.44,21.32,0.02,0,23.53,1.27,4.86,11.81,Garnet
Sample10_pt8,38.41,0.55,20.84,0.02,0,24.02,1.27,4.09,12.01,Garnet
Sample10_pt9,38.22,0.05,21.19,0,0,29.21,1.02,4.57,7.84,Garnet
Sample10_pt10,38.04,0,21.33,0,0,30.81,0.63,3.75,7.2,Garnet
Sample10_pt11,37.85,0,21.22,0.02,0,31.28,0.7,3.82,6.93,Garnet
Sample10_pt12,38,0.02,21.26,0,0,31.25,0.66,3.76,7.06,Garnet
Sample10_pt13,38.2,0.04,21.19,0,0,31.26,0.71,3.93,6.87,Garnet
Sample10_pt14,38.14,0,21.26,0,0,31.38,0.72,3.83,6.9,Garnet
Sample10_pt15,37.76,0.11,20.86,0,0,31.05,0.6,3.88,6.75,Garnet
Sample10_pt16,38,0,20.87,0,0,31.34,0.6,3.95,6.7,Garnet
Sample10_pt17,37.82,0.05,21.37,0,0,31.54,0.64,3.82,6.72,Garnet
Sample10_pt18,37.45,0.04,21.09,0.02,0,31.36,0.61,3.92,6.87,Garnet
Sample10_pt19,37.61,0.05,21.1,0,0,31.82,0.57,3.8,6.92,Garnet
Sample10_pt20,37.06,0.13,20.47,1.04,0,31.24,0.65,3.79,6.75,Garnet
Sample10_pt21,37.88,0.16,20.96,0,0,31.5,0.58,4.02,6.6,Garnet
Sample10_pt22,37.45,0.08,20.71,0.05,0,31.4,0.57,3.83,6.64,Garnet
Sample10_pt23,37.19,0.02,20.95,0.04,0,31.57,0.61,3.82,6.75,Garnet
Sample10_pt24,37.22,0.04,21.26,0,0,31.45,0.72,3.83,6.76,Garnet
Sample10_pt25,37.19,0.06,20.94,0,0,30.81,0.72,4.01,6.81,Garnet
Sample10_pt26,37.66,0.11,21.05,0,0,31.35,0.71,3.84,6.63,Garnet
Sample10_pt27,37.77,0.12,20.93,0.03,0,31.79,0.64,3.71,6.72,Garnet
Sample10_pt28,37.29,0.08,20.88,0.04,0,31.55,0.78,3.75,6.61,Garnet
Sample10_pt29,37.79,0.06,20.61,0,0,31.47,0.69,3.79,6.65,Garnet
Sample10_pt30,37.27,0.09,21.21,0,0,31.57,0.72,3.67,6.53,Garnet
Sample10_pt31,37.47,0.1,21.07,0.03,0,31.32,0.67,3.84,6.55,Garnet
Sample10_pt32,37.6,0.1,20.98,0.06,0,31.74,0.7,3.8,6.67,Garnet
Sample10_pt33,37.31,0.06,21.08,0.06,0,31.24,0.69,3.84,6.61,Garnet
Sample10_pt34,37.44,0.07,20.64,0.03,0,31.12,0.74,3.68,6.62,Garnet
Sample10_pt35,38.09,0.04,21.21,0.03,0,31.27,0.67,3.8,6.72,Garnet
Sample10_pt36,38.33,0.09,21.55,0,0,31.29,0.78,4.02,6.75,Garnet
Sample10_pt37,37.75,0.12,21.18,0.03,0,31.62,0.63,3.75,6.78,Garnet
Sample10_pt38,38.01,0.2,21.33,0,0,31.62,0.68,3.8,6.69,Garnet
Sample10_pt39,37.85,0.05,21.25,0.05,0,31.42,0.65,3.79,6.72,Garnet
Sample10_pt40,38.2,0.07,20.85,0,0,32.02,0.67,3.93,6.62,Garnet
Sample10_pt41,37.93,0.05,21.04,0,0,31.74,0.7,3.88,6.63,Garnet
Sample10_pt42,37.99,0.08,21.02,0,0,31.5,0.6,3.86,6.69,Garnet
Sample10_pt43,37.88,0.08,21.17,0.04,0,31.56,0.63,3.8,6.63,Garnet
Sample10_pt44,37.57,0.07,21.02,0.05,0,31.61,0.68,3.84,6.69,Garnet
Sample10_pt45,37.34,0.04,21.25,0,0,31.68,0.7,3.85,6.54,Garnet
Sample10_pt46,34.3,0.09,19.94,1.62,0,31.15,0.73,3.35,6.5,Garnet
Sample10_pt47,37.08,0,20.57,0.02,0,31.56,0.69,3.82,6.71,Garnet
Sample10_pt48,37.58,0.08,21.19,0.03,0,31.72,0.68,3.89,6.76,Garnet
Sample10_pt49,37.67,0.06,20.87,0.03,0,31.32,0.69,3.9,6.69,Garnet
Sample10_pt50,37.76,0.02,21.1,0,0,31.53,0.67,3.75,6.66,Garnet
Sample10_pt51,37.42,0.13,21.01,0,0,31.56,0.78,3.66,6.83,Garnet
Sample10_pt52,37.88,0.13,21.02,0.03,0,31.92,0.71,3.77,6.64,Garnet
Sample10_pt53,37.63,0.05,21.23,0,0,31.56,0.6,3.69,6.74,Garnet
Sample10_pt54,37.53,0.03,21.17,0,0,31.63,0.71,3.79,6.63,Garnet
Sample10_pt55,37.84,0.1,21,0.02,0,31.41,0.67,3.83,6.59,Garnet
Sample10_pt56,37.66,0.05,20.97,0.02,0,32.16,0.68,3.77,6.81,Garnet
Sample10_pt57,37.9,0.16,21.27,0,0,31.61,0.69,3.73,6.74,Garnet
Sample10_pt58,37.99,0.13,20.81,0.02,0,31.68,0.72,3.7,6.66,Garnet
Sample10_pt59,38.04,0.09,21.24,0,0,31.66,0.65,3.88,6.65,Garnet
Sample10_pt60,37.66,0.09,20.86,0,0,31.42,0.68,3.67,6.84,Garnet
Sample10_pt61,37.98,0.05,21.3,0.07,0,31.58,0.69,3.65,6.62,Garnet
Sample10_pt62,37.91,0.08,21.35,0,0,31.84,0.72,3.77,6.76,Garnet
Sample10_pt63,37.97,0.15,21.12,0.04,0,31.84,0.74,3.79,6.69,Garnet
Sample10_pt64,37.5,0.12,21.04,0.12,0,31.36,0.65,3.64,6.84,Garnet
Sample10_pt65,37.33,0.1,20.98,0.02,0,31.45,0.67,3.78,6.65,Garnet
Sample10_pt66,37.99,0.08,20.93,0,0,31.89,0.65,3.76,6.74,Garnet
Sample10_pt67,37.98,0.11,20.97,0.02,0,31.17,0.65,3.8,6.53,Garnet
Sample10_pt68,38.07,0.07,21.25,0.03,0,31.28,0.79,3.99,6.69,Garnet
Sample10_pt69,37.97,0.11,21.11,0.02,0,31.53,0.7,3.89,6.57,Garnet
Sample10_pt70,36.96,0.09,20.3,0.41,0,31.65,0.65,3.58,6.56,Garnet
Sample10_pt71,38.13,0.05,21.22,0.02,0,31.66,0.67,3.87,6.62,Garnet
Sample10_pt72,37.52,0.15,21.25,0,0,31.49,0.75,3.8,6.59,Garnet
Sample10_pt73,38.37,0.07,21.31,0,0,31.7,0.62,3.74,6.57,Garnet
Sample10_pt74,38.28,0.11,21.2,0,0,31.99,0.71,3.82,6.63,Garnet
Sample10_pt75,37.87,0.15,21.17,0.03,0,31.66,0.6,3.71,6.76,Garnet
Sample10_pt76,38.07,0.12,20.97,0.02,0,31.54,0.64,3.74,6.69,Garnet
Sample10_pt77,38.17,0.08,20.73,0,0,31.95,0.69,3.76,6.67,Garnet
Sample10_pt78,37.86,0.1,21.28,0,0,31.78,0.72,3.93,6.78,Garnet
Sample10_pt79,38.15,0.11,21.18,0.03,0,31.77,0.65,3.96,6.59,Garnet
Sample10_pt80,38.19,0.04,21.28,0,0,32.14,0.73,3.69,6.78,Garnet
Sample10_pt81,37.45,0.07,21.13,0,0,31.69,0.65,3.75,6.65,Garnet
Sample10_pt82,37.73,0.13,20.98,0.03,0,31.8,0.64,3.74,6.74,Garnet
Sample10_pt83,38.26,0.13,20.96,0,0,32.08,0.6,3.74,6.76,Garnet
Sample10_pt84,38.02,0.08,21.14,0,0,31.56,0.63,3.84,6.8,Garnet
Sample10_pt85,37.95,0.09,21.08,0,0,31.47,0.63,3.8,6.73,Garnet
Sample10_pt86,38.15,0.09,20.93,0.03,0,31.96,0.68,3.69,6.89,Garnet
Sample10_pt87,37.78,0,21.22,0.02,0,31.15,0.69,3.66,6.76,Garnet
Sample10_pt88,36.63,0.08,20.68,0.05,0,31.34,0.64,3.57,6.9,Garnet
Sample10_pt89,37.91,0.04,21.4,0,0,31.9,0.67,3.82,6.95,Garnet
Sample10_pt90,37.68,0.08,20.9,0.07,0,31.21,0.64,3.72,6.88,Garnet
Sample10_pt91,37.97,0.09,21.03,0,0,31.54,0.6,3.74,6.89,Garnet
Sample10_pt92,38.16,0.08,21.06,0,0,31.26,0.69,3.79,6.78,Garnet
Sample10_pt93,38.01,0.05,21.34,0,0,31.55,0.66,3.73,6.7,Garnet
Sample10_pt94,38,0.05,21.17,0.35,0,31.53,0.66,3.59,6.83,Garnet
Sample10_pt95,38.02,0.09,21.13,0,0,31.6,0.68,3.59,6.67,Garnet
Sample10_pt96,38.53,0.03,21.28,0,0,31.67,0.64,3.65,6.8,Garnet
Sample10_pt97,38.62,0.05,21.18,0.04,0,31.77,0.62,3.67,6.85,Garnet
Sample10_pt98,37.81,0.08,21.38,0,0,31.67,0.64,3.83,6.97,Garnet
Sample10_pt99,38.32,0.06,21.1,0.08,0,31.53,0.7,3.75,7.08,Garnet
Sample10_pt100,38.28,0.09,21.21,0,0,31.39,0.65,3.68,6.86,Garnet
Sample10_pt101,38.17,0.04,21.09,0,0,31.36,0.64,3.61,7.14,Garnet
Sample10_pt102,38.05,0.07,21.07,0,0,31.06,0.61,3.51,7.12,Garnet
Sample10_pt103,37.61,0.06,20.95,0.02,0,31.13,0.6,3.66,7.24,Garnet
Sample10_pt104,33.51,0,20.11,0.5,0,30.41,0.67,2.96,7.02,Garnet
Sample10_pt105,38,0.03,21.78,0.2,0,30.92,0.61,3.55,7.26,Garnet
Sample10_pt106,38.08,0.06,21.56,0.05,0,31.24,0.54,3.46,7.2,Garnet
Sample10_pt107,37.53,0.06,21.18,0,0,31.06,0.57,3.5,7.39,Garnet
Sample10_pt108,37.09,0,21.09,0,0,31,0.53,3.39,7.25,Garnet
Sample10_pt109,37.16,0.03,21.24,0.04,0,30.94,0.61,3.43,7.29,Garnet
Sample10_pt110,38.13,0,21.48,0.02,0,30.12,0.54,3.48,7.05,Garnet
Sample10_pt111,39.31,0.13,22.06,0.97,0,25.81,1.11,3.57,10.94,Garnet
Sample10_pt112,38.09,0.04,21.52,0,0,30.98,0.61,3.62,7.72,Garnet
Sample10_pt113,38.3,0.03,21.5,0.02,0,31.22,0.64,3.52,7.6,Garnet
Sample10_pt114,39.08,0.11,21.33,0,0,25.93,0.87,4.72,10.26,Garnet
Sample10_pt115,38.6,0.16,21.49,0.05,0,25.68,0.94,4.62,10.23,Garnet
Sample10_pt116,38.57,0.16,21.31,0,0,25.76,0.9,4.66,10.35,Garnet
Sample10_pt117,38.85,0.18,21.02,0,0,26.28,1.02,3.69,10.06,Garnet
Sample10_pt118,38.64,0.25,21.17,0.02,0,26.74,0.91,4.09,10.25,Garnet
Sample10_pt119,38.63,0.11,21.18,0.04,0,24.7,1.09,3.98,11.83,Garnet
Sample10_pt120,38.53,0.17,21.22,0.03,0,25.29,1.12,3.5,11.93,Garnet
Sample10_pt121,38.27,0.14,21.21,0,0,26.62,0.99,4.14,10.12,Garnet
Sample10_pt122,38.21,0.19,21.1,0,0,25.6,0.82,4.79,10.53,Garnet
Sample10_pt123,37.77,0.13,21.01,0.05,0,26.36,0.96,4.26,10.12,Garnet
Sample10_pt124,38.25,0.17,21.16,0,0,23.18,1.01,4.46,12.67,Garnet
Sample10_pt125,38.47,0.19,21.27,0,0,23.04,0.87,4.35,12.84,Garnet
Sample10_pt126,38.32,0.17,20.9,0.02,0,24.26,0.97,3.7,12.86,Garnet
Sample11_pt1,37.73,0.22,21.6,0.03,0,22.63,1.23,4.75,12.63,Garnet
Sample11_pt2,37.65,0.31,21.46,0,0,22.71,1.24,4.84,12.41,Garnet
Sample11_pt3,37.35,0.19,21.23,0.44,0,22.86,1.39,4.72,12.54,Garnet
Sample11_pt4,37.47,0.22,21.18,0.29,0,22.39,1.35,4.76,12.64,Garnet
Sample11_pt5,37.79,0.26,21.32,0.04,0,22.73,1.38,4.88,12.33,Garnet
Sample11_pt6,37.5,0.21,21.53,0,0,22.45,1.43,4.79,12.51,Garnet
Sample11_pt7,37.03,0.34,21.33,0.04,0,22.21,1.6,4.83,12.3,Garnet
Sample11_pt8,37.6,0.27,21.29,0.04,0,22.52,1.64,4.85,12.51,Garnet
Sample11_pt9,37.74,0.26,21.38,0,0,21.97,1.63,4.8,12.45,Garnet
Sample11_pt10,37.36,0.2,21.01,0,0,22.45,1.58,4.94,12.03,Garnet
Sample11_pt11,37.25,0.22,21.05,0.04,0,22.18,1.83,4.97,12.26,Garnet
Sample11_pt12,37.14,0.26,21.22,0,0,22.43,1.88,4.98,11.87,Garnet
Sample11_pt13,37.36,0.24,21.27,0.02,0,22.29,1.96,5.19,11.9,Garnet
Sample11_pt14,37.1,0.17,21.28,0,0,22,1.95,5.17,11.64,Garnet
Sample11_pt15,37.05,0.24,21.29,0,0,22.07,2,5.17,11.8,Garnet
Sample11_pt16,36.92,0.27,21.26,0.02,0,22.03,2.08,5.18,11.69,Garnet
Sample11_pt17,37.14,0.31,21.34,0,0,22.01,2.01,5.18,11.88,Garnet
Sample11_pt18,37.07,0.22,21.14,0,0,21.91,2.14,5.1,11.67,Garnet
Sample11_pt19,36.93,0.28,21.23,0,0,21.97,2.16,5.15,11.55,Garnet
Sample11_pt20,37.23,0.2,21.11,0,0,22.04,2.27,5.25,11.58,Garnet
Sample11_pt21,37.05,0.19,21.24,0,0,22.43,2.21,5.02,11.53,Garnet
Sample11_pt22,36.98,0.25,21.21,0,0,23.17,2.13,4.6,11.49,Garnet
Sample11_pt23,37.27,0.26,21.37,0,0,23.52,2.03,4.15,11.37,Garnet
Sample11_pt24,36.91,0.26,21.01,0,0,23.45,1.88,3.81,11.48,Garnet
Sample11_pt25,37.1,0.23,21.08,0,0,23.66,1.94,4.22,11.65,Garnet
Sample11_pt26,36.85,0.21,20.89,0.03,0,23.67,1.79,4.51,11.69,Garnet
Sample11_pt27,37.08,0.19,21.07,0,0,23.9,1.88,4.45,11.85,Garnet
Sample11_pt28,36.8,0.23,20.66,0.02,0,23.71,1.93,4.47,11.42,Garnet
Sample11_pt29,36.87,0.19,20.94,0,0,23.65,1.95,4.43,11.82,Garnet
Sample11_pt30,37.26,0.18,21.06,0,0,24.12,1.94,4.71,11.51,Garnet
Sample11_pt31,36.8,0.21,20.85,0.03,0,23.34,1.77,4.68,11.72,Garnet
Sample11_pt32,37.06,0.33,20.86,0,0,23.45,1.55,4.87,11.93,Garnet
Sample11_pt33,37.06,0.37,21.16,0,0,23.29,1.41,4.98,11.65,Garnet
Sample11_pt34,37.4,0.45,21.32,0,0,23.66,1.32,4.76,11.96,Garnet
Sample11_pt35,37.11,0.45,21.07,0,0,23.39,1.26,4.97,11.86,Garnet
Sample11_pt36,37.22,0.48,20.95,0,0,23.53,1.3,4.83,11.49,Garnet
Sample11_pt37,37.4,0.54,21,0,0,23.27,1.31,4.77,11.61,Garnet
Sample11_pt38,37.57,0.37,21.17,0.03,0,23.63,1.28,4.88,11.91,Garnet
Sample11_pt39,37.16,0.46,20.93,0.02,0,23.94,1.33,4.85,11.94,Garnet
Sample11_pt40,37.11,0.4,21.24,0,0,23.58,1.22,4.77,12,Garnet
Sample11_pt41,36.93,0.45,21.01,0,0,23.26,1.29,4.59,11.8,Garnet
Sample11_pt42,37.11,0.44,20.83,0,0,23.47,1.36,4.79,11.71,Garnet
Sample11_pt43,37.25,0.5,21,0.02,0,23.13,1.47,4.87,11.93,Garnet
Sample11_pt44,37.26,0.55,20.85,0,0,23.43,1.46,4.66,11.91,Garnet
Sample11_pt45,36.85,0.57,20.95,0.03,0,23.93,1.5,4.61,11.8,Garnet
Sample11_pt46,36.81,0.59,20.8,0,0,23.59,1.33,4.52,12.08,Garnet
Sample11_pt47,36.64,0.58,20.91,0.04,0,23.62,1.41,4.62,12,Garnet
Sample11_pt48,37.23,0.63,20.78,0,0,23.58,1.41,4.49,12.24,Garnet
Sample11_pt49,36.7,0.54,20.63,0.02,0,23.47,1.33,4.24,12.48,Garnet
Sample11_pt50,36.29,0.67,20.56,0,0,23.49,1.27,4.4,12.45,Garnet
Sample11_pt51,36.64,0.79,20.52,0.04,0,23.77,1.18,4.31,12.28,Garnet
Sample11_pt52,36.71,0.88,20.42,0,0,24.38,1.19,4.1,12.16,Garnet
Sample11_pt53,36.63,0.88,20.3,0,0,24.53,1.15,4.06,12.24,Garnet
Sample11_pt54,36.94,0.83,20.3,0.02,0,24.91,1.18,4.22,11.78,Garnet
Sample11_pt55,36.55,0.89,20.17,0,0,25.3,1.22,3.86,11.69,Garnet
Sample11_pt56,36.65,0.82,20.24,0.03,0,25.45,1.32,3.71,11.43,Garnet
Sample11_pt57,36.53,0.98,20.16,0,0,25.79,1.14,3.66,11.4,Garnet
Sample11_pt58,36.89,0.85,20.2,0.03,0,26.05,1.17,3.69,11.25,Garnet
Sample11_pt59,36.91,0.63,20.24,0.03,0,26.49,1.24,3.78,10.86,Garnet
Sample11_pt60,36.9,0.27,20.76,0.05,0,28.28,1.28,4.41,8.79,Garnet
Sample11_pt61,37,0,21.18,0,0,29.5,1.1,4.49,7.59,Garnet
Sample11_pt62,36.7,0.04,21.17,0.03,0,29.46,0.92,4.57,6.94,Garnet
Sample11_pt63,37.17,0.02,21.13,0.05,0,29.9,0.84,4.47,7.11,Garnet
Sample11_pt64,36.64,0.08,21.28,0,0,30.36,0.71,4.41,7.2,Garnet
Sample11_pt65,36.69,0.05,21.17,0.03,0,30.62,0.65,4.24,7.08,Garnet
Sample11_pt66,36.54,0.04,21.01,0,0,30.48,0.64,4.11,6.95,Garnet
Sample11_pt67,36.69,0.06,20.77,0,0,30.63,0.68,3.87,7.16,Garnet
Sample11_pt68,36.52,0,21.21,0,0,31.22,0.58,3.92,7.02,Garnet
Sample11_pt69,36.62,0,21.4,0.04,0,30.67,0.62,3.91,7.09,Garnet
Sample11_pt70,36.25,0.05,21.23,0.02,0,30.93,0.6,3.94,7.01,Garnet
Sample11_pt71,36.24,0.05,21.04,0,0,30.67,0.61,3.91,7.09,Garnet
Sample11_pt72,36.3,0.07,21.11,0,0,30.6,0.53,3.97,7.03,Garnet
Sample11_pt73,36.18,0,21.24,0.05,0,31.05,0.65,3.84,7,Garnet
Sample11_pt74,36.17,0.03,21.26,0.04,0,31.44,0.67,3.91,6.9,Garnet
Sample11_pt75,36.78,0.09,21.21,0,0,31.42,0.6,3.83,7.08,Garnet
Sample11_pt76,36.86,0.06,20.93,0.02,0,30.76,0.59,3.84,6.71,Garnet
Sample11_pt77,36.48,0.09,21.08,0,0,31.35,0.7,3.85,6.77,Garnet
Sample11_pt78,36.46,0.08,20.98,0,0,30.88,0.62,3.77,7.05,Garnet
Sample11_pt79,36.39,0.03,21.04,0,0,31.41,0.66,3.8,6.89,Garnet
Sample11_pt80,36.43,0.05,20.9,0.05,0,30.95,0.55,3.78,7,Garnet
Sample11_pt81,36.65,0.12,21.13,0.07,0,31.09,0.61,3.79,6.94,Garnet
Sample11_pt82,36.59,0.03,20.94,0.03,0,30.89,0.58,3.79,6.86,Garnet
Sample11_pt83,36.37,0.05,21,0,0,30.59,0.58,3.83,6.92,Garnet
Sample11_pt84,36.75,0.06,21.25,0,0,31.08,0.57,3.96,6.86,Garnet
Sample11_pt85,36.86,0.02,20.85,0,0,30.96,0.65,3.83,6.8,Garnet
Sample11_pt86,36.94,0.1,21.15,0,0,31.07,0.75,3.85,7.05,Garnet
Sample11_pt87,36.55,0.05,21.12,0,0,31.11,0.63,3.95,6.9,Garnet
Sample11_pt88,36.58,0.13,21.21,0.04,0,31.12,0.65,3.83,6.88,Garnet
Sample11_pt89,36.71,0.1,20.97,0,0,30.88,0.67,3.89,6.92,Garnet
Sample11_pt90,36.56,0,21.07,0,0,30.72,0.64,3.79,6.94,Garnet
Sample11_pt91,36.32,0,20.82,0.02,0,31.04,0.63,3.7,6.83,Garnet
Sample11_pt92,36.61,0,21.13,0,0,31.47,0.68,3.86,6.93,Garnet
Sample11_pt93,36.76,0.07,20.67,0.02,0,30.93,0.71,3.78,6.82,Garnet
Sample11_pt94,36.73,0.07,21.07,0,0,31.46,0.6,3.85,6.93,Garnet
Sample11_pt95,36.69,0.08,21.12,0,0,31.11,0.63,3.83,7.07,Garnet
Sample11_pt96,36.54,0,21.1,0,0,31.06,0.58,3.9,6.88,Garnet
Sample11_pt97,36.43,0,21.04,0.02,0,31.34,0.7,3.93,7.02,Garnet
Sample11_pt98,36.35,0.06,20.91,0,0,31.18,0.69,3.91,6.92,Garnet
Sample11_pt99,36.47,0.07,21.09,0,0,31.34,0.61,4.06,6.88,Garnet
Sample11_pt100,36.41,0.03,21.09,0,0,31.07,0.7,3.86,6.88,Garnet
Sample12_pt1,38.42,0.09,20.92,0.03,0,25.45,0.55,6.94,7.68,Garnet
Sample12_pt2,38.6,0.12,21.06,0.01,0,25.28,0.52,7.14,7.56,Garnet
Sample12_pt3,38.52,0.12,21.02,0.02,0,25.3,0.63,7.05,7.67,Garnet
Sample12_pt4,38.92,0.07,21.08,0.03,0,24.77,0.54,7.21,7.51,Garnet
Sample12_pt5,38.69,0.17,21.35,0.02,0,24.93,0.54,7.26,7.56,Garnet
Sample12_pt6,38.7,0.1,21.33,0.02,0,24.65,0.54,7.2,7.45,Garnet
Sample12_pt7,38.2,0.07,21.51,0,0,24.45,0.5,7.39,7.56,Garnet
Sample12_pt8,38.27,0.07,20.97,0.03,0,24.64,0.6,7.23,7.73,Garnet
Sample12_pt9,38.44,0.11,21.49,0.04,0,24.6,0.54,7.13,7.61,Garnet
Sample12_pt10,38.79,0.17,21.17,0.02,0,24.83,0.62,7.39,7.74,Garnet
Sample12_pt11,38.59,0.11,21.68,0.03,0,24.88,0.62,7.31,7.59,Garnet
Sample12_pt12,39.15,0.12,21.19,0.02,0,24.57,0.48,7.31,7.86,Garnet
Sample12_pt13,38.85,0.16,21.28,0.02,0,24.66,0.56,7.28,7.58,Garnet
Sample12_pt14,38.7,0.11,21.33,0.03,0,24.46,0.53,7.24,7.71,Garnet
Sample12_pt15,38.78,0.08,21.31,0,0,24.42,0.56,7.21,7.54,Garnet
Sample12_pt16,38.87,0.15,21.42,0,0,24.22,0.58,7.45,7.68,Garnet
Sample12_pt17,39.01,0.13,21.25,0.03,0,23.43,0.5,7.36,7.51,Garnet
Sample12_pt18,38.94,0.16,21.4,0.03,0,24.79,0.59,7.28,7.56,Garnet
Sample12_pt19,38.68,0.05,21.29,0.03,0,24.95,0.56,7.34,7.73,Garnet
Sample12_pt20,38.68,0.07,21.54,0,0,23.83,0.52,7.5,7.61,Garnet
Sample12_pt21,39.36,0.09,21.59,0.05,0,23.85,0.52,7.36,7.61,Garnet
Sample12_pt22,39.15,0,21.52,0.03,0,23.66,0.57,7.19,7.62,Garnet
Sample12_pt23,38.84,0.05,21.4,0.02,0,24.55,0.48,7.25,7.62,Garnet
Sample12_pt24,38.98,0.11,21.58,0,0,24.09,0.59,7.45,7.57,Garnet
