PointID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Mineral
Sample5_pt81,36.99,0.09,20.62,0.08,4.77,24.12,0.6,6.1,6.79,Garnet
Sample5_pt82,37.23,0.12,20.45,0.02,5.05,24.31,0.5,6.25,6.75,Garnet
Sample5_pt83,37.45,0.22,20.95,0.04,4.85,24.45,0.54,6.19,6.92,Garnet
Sample5_pt84,37,0.06,20.52,0.05,5.19,23.92,0.62,6.08,6.88,Garnet
Sample5_pt85,36.93,0.15,20.61,0,5.31,24.25,0.5,6.05,6.78,Garnet
Sample5_pt86,36.86,0.1,20.37,0.05,5.69,23.84,0.57,6.05,6.86,Garnet
Sample5_pt87,37.18,0.11,20.78,0,4.31,24.85,0.59,6.03,6.45,Garnet
Sample5_pt88,36.85,0.11,20.42,0.02,5.27,24.22,0.47,5.95,6.81,Garnet
Sample5_pt89,36.83,0.05,20.69,0.06,4.67,24.18,0.54,6.02,6.69,Garnet
Sample5_pt90,37.1,0.06,20.27,0,5.37,24.03,0.57,6.02,7,Garnet
Sample5_pt91,36.41,0.05,20.01,0.3,5.36,23.8,0.61,5.78,6.79,Garnet
Sample5_pt92,37.2,0.13,20.32,0.02,4.11,24.87,0.62,5.97,6.57,Garnet
Sample5_pt93,37.16,0.08,20.49,0.02,4.34,24.84,0.57,6.12,6.37,Garnet
Sample5_pt94,37.14,0.08,20.38,0.05,4.34,24.57,0.58,5.85,6.71,Garnet
Sample5_pt95,37.1,0.09,20.16,0.03,4.3,24.88,0.54,5.94,6.55,Garnet
Sample5_pt96,37.03,0.06,20.51,0.05,4.71,24.48,0.59,5.85,6.77,Garnet
Sample5_pt97,37.59,0.13,20.94,0.03,4.15,25.25,0.57,5.99,6.62,Garnet
Sample5_pt98,36.71,0.08,20.14,0.06,4.85,24.41,0.51,5.82,6.5,Garnet
Sample5_pt99,37.65,0.03,20.35,0.04,3.55,25.41,0.55,5.87,6.61,Garnet
Sample6_pt1,37.11,0.11,20.66,0.02,4.49,24.58,0.56,5.96,6.69,Garnet
Sample6_pt2,36.91,0.12,20.65,0.04,4.66,24.45,0.57,6.01,6.62,Garnet
Sample6_pt3,37.12,0.04,20.55,0.03,4.73,24.22,0.6,6.14,6.74,Garnet
Sample6_pt4,37.09,0.04,20.16,0.05,5.02,24.19,0.58,6.07,6.78,Garnet
Sample6_pt5,36.76,0.02,20.15,0.08,4.44,24.22,0.56,5.94,6.63,Garnet
Sample6_pt6,36.47,0,20.08,0.05,5.21,23.95,0.66,5.98,6.43,Garnet
Sample6_pt7,36.52,0.02,20.38,0.02,4.91,24.24,0.57,5.88,6.54,Garnet
Sample6_pt8,37.15,0.03,20.26,0.03,4.31,24.59,0.61,5.99,6.68,Garnet
Sample6_pt9,36.5,0.1,20.56,0,4.93,24.05,0.49,6,6.59,Garnet
Sample6_pt10,36.61,0.08,20.36,0.02,5,24.04,0.51,6.08,6.59,Garnet
Sample6_pt11,36.5,0.16,20.55,0.03,5.64,23.91,0.58,6.07,6.62,Garnet
Sample6_pt12,36.69,0.06,20.53,0,5.15,23.99,0.59,6.06,6.63,Garnet
Sample6_pt13,37.38,0.04,20.63,0,4.33,24.57,0.51,6.27,6.61,Garnet
Sample6_pt14,37.03,0.05,20.59,0.02,4.76,24.16,0.5,6.15,6.59,Garnet
Sample6_pt15,36.91,0.04,20.39,0.03,4.43,24.22,0.53,6.1,6.59,Garnet
Sample6_pt16,36.78,0.06,20.74,0.06,4.42,24.17,0.55,6.07,6.55,Garnet
Sample6_pt17,36.85,0.09,20.33,0.03,4.96,24.15,0.56,6.01,6.75,Garnet
Sample6_pt18,36.79,0.1,20.48,0.03,4.52,24.31,0.49,5.98,6.72,Garnet
Sample6_pt19,37,0.08,20.51,0.02,4.34,24.4,0.49,6.17,6.57,Garnet
Sample6_pt20,37.09,0.07,20.71,0.02,4.75,24.29,0.55,6.22,6.54,Garnet
Sample6_pt21,37.32,0.03,20.58,0.03,3.85,24.75,0.55,6.1,6.59,Garnet
Sample6_pt22,37.32,0,20.57,0.03,4.59,24.39,0.7,6.15,6.64,Garnet
Sample6_pt23,37.25,0.04,20.86,0.04,4.79,24.6,0.55,6.12,6.63,Garnet
Sample6_pt24,36.64,0.05,20.41,0,5.43,23.65,0.51,6.2,6.64,Garnet
Sample6_pt25,37.05,0,20.33,0.02,4.92,24.16,0.52,6.15,6.71,Garnet
Sample6_pt26,37.01,0.08,20.81,0.03,4.98,24.09,0.64,6.15,6.6,Garnet
Sample6_pt27,37.25,0.08,20.49,0,3.88,24.61,0.54,6.1,6.6,Garnet
Sample6_pt28,37.22,0.06,20.71,0,4.44,24.36,0.53,6.24,6.67,Garnet
Sample6_pt29,37.4,0.04,20.4,0.03,4.35,24.59,0.51,6.2,6.71,Garnet
Sample6_pt30,37.49,0.08,20.55,0.02,4.15,24.73,0.52,6.24,6.57,Garnet
Sample6_pt31,37.43,0.06,20.18,0.02,3.58,24.91,0.54,6.04,6.63,Garnet
Sample6_pt32,37.19,0.05,20.43,0,4.28,24.57,0.55,6.12,6.63,Garnet
Sample6_pt33,36.99,0.09,20.54,0.03,4.76,24.29,0.49,6.14,6.62,Garnet
Sample6_pt34,37.24,0.08,20.61,0.03,5.1,23.9,0.56,6.41,6.7,Garnet
Sample6_pt35,36.9,0.06,20.45,0.02,4.89,24.01,0.57,6.17,6.67,Garnet
Sample6_pt36,37.01,0.08,20.64,0.02,4.47,24.46,0.5,6.08,6.65,Garnet
Sample6_pt37,36.93,0.05,20.7,0.04,4.37,24.35,0.55,6.11,6.54,Garnet
Sample6_pt38,37.25,0.13,20.82,0.02,4.31,24.28,0.55,6.25,6.66,Garnet
Sample6_pt39,36.84,0.13,20.42,0.02,4.65,24.33,0.54,6,6.64,Garnet
Sample6_pt40,37,0.14,20.2,0,4.83,24.08,0.58,6.15,6.81,Garnet
Sample6_pt41,37.16,0.09,20.42,0.02,4.02,24.7,0.59,6,6.65,Garnet
Sample6_pt42,37.34,0.08,20.79,0.06,4.54,24.41,0.58,6.19,6.77,Garnet
Sample6_pt43,37.6,0.11,20.6,0,3.85,24.87,0.54,6.15,6.76,Garnet
Sample6_pt44,37.01,0.05,20.46,0.02,4.27,24.42,0.58,5.96,6.71,Garnet
Sample6_pt45,37.86,0.11,20.5,0.03,3.51,24.75,0.6,6.27,6.8,Garnet
Sample6_pt46,37.47,0.12,20.51,0.06,3.85,24.81,0.58,6.05,6.74,Garnet
Sample6_pt47,37.03,0.1,20.31,0,4.87,24.08,0.54,6.15,6.8,Garnet
Sample6_pt48,37.16,0.06,20.43,0.02,4.85,23.86,0.61,6.35,6.71,Garnet
Sample6_pt49,37.2,0.11,20.27,0.09,4.68,24.31,0.49,6.11,6.88,Garnet
Sample6_pt50,37.19,0.09,20.16,0.04,4.01,24.31,0.59,6.07,6.88,Garnet
Sample6_pt51,37.16,0.13,20.55,0,4.04,24.4,0.52,6.08,6.77,Garnet
Sample6_pt52,37.31,0.04,20.64,0.02,4.32,24.69,0.55,6.13,6.57,Garnet
Sample6_pt53,36.84,0.09,20.43,0.06,4.33,24.03,0.6,6.13,6.67,Garnet
Sample6_pt54,37.15,0.08,20.62,0.02,4.71,23.99,0.59,6.25,6.7,Garnet
Sample6_pt55,37,0.08,20.35,0.04,4.81,24.08,0.56,6.1,6.86,Garnet
Sample6_pt56,36.82,0.02,20.61,0.03,4.7,23.87,0.56,6.02,6.79,Garnet
Sample6_pt57,37.1,0.14,20.43,0,4.77,24.34,0.53,6.07,6.73,Garnet
Sample6_pt58,37.38,0.09,20.46,0,4.09,24.28,0.57,6.15,6.82,Garnet
Sample6_pt59,37.43,0.11,20.29,0.03,4.1,24.5,0.53,6.07,6.97,Garnet
Sample6_pt60,37.38,0.11,20.61,0.03,4.24,24.28,0.52,6.1,6.92,Garnet
Sample6_pt61,36.79,0.15,20.73,0.04,4.68,23.87,0.53,6.06,6.89,Garnet
Sample6_pt62,37.75,0.18,20.65,0.03,3.22,25.21,0.53,6.17,6.62,Garnet
Sample6_pt63,37.89,0.13,20.77,0.02,3.56,25.02,0.53,6.15,6.83,Garnet
Sample6_pt64,37.21,0.21,20.49,0,4.2,24.27,0.63,6.17,6.85,Garnet
Sample6_pt65,37.02,0.16,20.72,0,5.25,23.89,0.58,6.23,6.89,Garnet
Sample6_pt66,37.47,0.07,20.63,0.04,3.6,24.65,0.55,6.05,6.86,Garnet
Sample6_pt67,37.5,0.14,20.27,0.15,4.13,24.25,0.54,6.24,7,Garnet
Sample6_pt68,37.39,0.1,20.25,0.03,3.71,24.41,0.5,6.21,6.72,Garnet
Sample6_pt69,37.34,0.16,20.65,0.06,4.8,24.3,0.56,6.29,6.76,Garnet
Sample6_pt70,37.61,0.15,20.75,0.02,3.54,24.94,0.56,5.99,6.83,Garnet
Sample6_pt71,37.57,0.03,20.97,0.04,4.4,24.32,0.62,6.19,6.96,Garnet
Sample6_pt72,37.27,0.12,20.92,0,4.66,24.08,0.55,6.25,6.88,Garnet
Sample6_pt73,37.91,0.09,20.54,0,3.99,24.73,0.59,6.12,7.07,Garnet
Sample6_pt74,38.04,0.13,20.72,0.04,3.53,25.18,0.62,6.18,6.8,Garnet
Sample6_pt75,37.72,0,20.85,0.02,4.18,24.62,0.63,6.26,6.76,Garnet
Sample6_pt76,36.89,0.09,20.54,0.06,4.66,23.84,0.49,6.11,6.96,Garnet
Sample6_pt77,37.03,0.13,20.32,0.03,4.94,23.9,0.62,6.19,6.85,Garnet
Sample6_pt78,37.41,0.1,20.6,0,4.61,24.4,0.54,6.06,7.05,Garnet
Sample6_pt79,37.13,0.09,20.48,0.06,4.31,24.32,0.55,6.11,6.74,Garnet
Sample6_pt80,37.17,0.12,20.61,0,4.91,24,0.6,6.11,7,Garnet
Sample6_pt81,37.29,0.05,20.66,0,4.02,24.3,0.52,6.27,6.72,Garnet
Sample6_pt82,37.16,0,20.53,0,5.34,23.82,0.56,6.21,6.93,Garnet
Sample6_pt83,37.57,0.14,20.54,0.03,3.79,24.96,0.54,6.07,6.82,Garnet
Sample6_pt84,37.37,0.07,20.27,0.7,3.51,24.72,0.55,5.94,6.93,Garnet
Sample6_pt85,36.9,0.17,20.51,0,4.92,23.9,0.58,6.08,6.83,Garnet
Sample6_pt86,37.29,0.13,20.57,0.02,4.17,24.38,0.49,6.16,6.9,Garnet
Sample6_pt87,37.1,0.09,20.3,0.1,4.5,24.07,0.66,6.07,6.81,Garnet
Sample6_pt88,37.38,0.1,20.51,0,4.15,24.36,0.56,6.08,6.9,Garnet
Sample6_pt89,37.15,0.14,19.93,0,4,24.63,0.52,6,6.78,Garnet
Sample6_pt90,36.92,0.07,20.63,0.06,4.34,23.95,0.56,6.01,6.9,Garnet
Sample6_pt91,37.04,0.1,20.46,0,4.59,23.94,0.57,6.16,6.93,Garnet
Sample6_pt92,35.44,0.11,19.19,0.98,4.72,23.31,0.56,5.58,6.69,Garnet
Sample6_pt93,37.3,0.06,20.56,0.03,4.38,24.34,0.61,6.11,6.88,Garnet
Sample6_pt94,36.88,0.03,20.47,0,5.02,23.86,0.54,6.05,6.94,Garnet
Sample6_pt95,37.54,0.05,20.58,0,4.11,24.46,0.58,6.14,6.9,Garnet
Sample6_pt96,37.12,0.06,20.74,0.05,4.24,24.18,0.55,6.11,6.88,Garnet
Sample6_pt97,37.07,0.03,20.49,0,4.07,24.15,0.5,5.99,7.04,Garnet
Sample6_pt98,37.05,0.1,20.54,0,4.6,24.02,0.56,6.12,6.78,Garnet
Sample6_pt99,37.61,0.1,20.68,0,4.33,24.31,0.67,6.2,6.84,Garnet
Sample6_pt100,37.4,0.17,20.4,0.03,3.72,24.58,0.56,6.15,6.85,Garnet
Sample6_pt101,37.01,0.12,20.57,0,4.96,23.56,0.6,6.17,7.11,Garnet
Sample6_pt102,37.25,0.1,20.75,0,4.44,24.11,0.6,6.1,7.06,Garnet
Sample6_pt103,37.21,1.07,20.25,0,3.31,25.01,0.62,6.04,7.05,Garnet
Sample6_pt104,37.49,0.09,20.82,0,3.95,24.49,0.58,6.2,6.86,Garnet
Sample6_pt105,37.42,0.12,20.16,0.03,4.19,24.44,0.5,6.17,6.96,Garnet
Sample6_pt106,37.04,0.12,20.26,0.08,4.73,24.02,0.59,6.04,7.03,Garnet
Sample6_pt107,37.01,0.12,20.38,0.05,4.96,23.86,0.59,6.1,6.95,Garnet
Sample6_pt108,36.91,0.14,20.73,0.04,4.71,24.1,0.54,6,6.94,Garnet
Sample6_pt109,37.02,0.11,20.35,0,4.22,24.17,0.56,5.97,6.98,Garnet
Sample6_pt110,37.35,0.15,20.44,0.02,3.92,24.7,0.58,6.07,6.78,Garnet
Sample6_pt111,37.39,0.14,20.51,0.04,3.91,24.62,0.68,5.91,6.94,Garnet
Sample6_pt112,37.23,0.07,20.59,0.03,5.14,23.82,0.6,6.25,6.94,Garnet
Sample6_pt113,36.82,0.11,20.52,0.06,4.63,24.08,0.55,6.05,6.81,Garnet
Sample6_pt114,37.21,0,20.44,0.04,5.01,24.18,0.54,6.13,6.75,Garnet
Sample6_pt115,37.11,0.06,20.47,0.04,4.43,24.41,0.55,5.98,6.76,Garnet
Sample6_pt116,36.99,0.1,20.34,0.05,3.91,24.35,0.55,5.9,6.9,Garnet
Sample6_pt117,37.15,0.2,20.26,0,4.33,24.38,0.58,6.06,6.86,Garnet
Sample6_pt118,37.59,0.07,20.34,0.02,4.06,24.5,0.48,6.11,6.98,Garnet
Sample6_pt119,37.32,0.15,20.61,0,4.52,24.17,0.59,6.2,6.95,Garnet
Sample6_pt120,37.57,0.08,20.46,0.02,4.1,24.47,0.57,6.14,6.94,Garnet
Sample6_pt121,36.95,0.1,20.35,0.02,4.22,23.94,0.61,6.12,6.8,Garnet
Sample6_pt122,36.95,0.08,20.48,0.02,3.94,24.16,0.56,5.92,6.93,Garnet
Sample6_pt123,37.04,0,20.66,0.02,5.31,23.71,0.55,6.14,6.96,Garnet
Sample6_pt124,37.52,0.1,20.68,0,4.76,24.44,0.53,6.11,7.09,Garnet
Sample6_pt125,37.57,0.12,20.5,0,3.61,25.12,0.53,6.08,6.65,Garnet
Sample6_pt126,36.86,0.09,20.61,0.03,4.68,23.87,0.5,6.18,6.84,Garnet
Sample6_pt127,37.29,0.11,20.67,0.02,4.11,24.42,0.67,6.04,6.89,Garnet
Sample6_pt128,37.29,0.11,20.7,0,4.61,24.37,0.52,6.1,6.94,Garnet
Sample6_pt129,37.71,0.13,20.4,0,3.85,24.86,0.64,6.01,6.98,Garnet
Sample6_pt130,37.2,0.16,20.72,0,4.46,24.08,0.58,6.06,7,Garnet
Sample6_pt131,38.22,0.18,20.46,0,2.94,25.66,0.62,6.04,6.87,Garnet
Sample6_pt132,37.21,0.14,20.7,0,4.59,24.35,0.51,6.07,6.9,Garnet
Sample6_pt133,37.06,0.15,20.25,0,4.28,24.02,0.62,6.09,6.91,Garnet
Sample6_pt134,37.04,0.1,20.53,0.03,4.92,23.75,0.62,6.17,6.84,Garnet
Sample6_pt135,37.37,0.12,20.39,0,3.74,24.73,0.54,6.01,6.81,Garnet
Sample6_pt136,36.96,0.12,20.54,0,4.58,24.15,0.63,5.97,6.89,Garnet
Sample6_pt137,37.24,0.14,20.33,0.27,3.51,24.93,0.57,5.83,6.8,Garnet
Sample6_pt138,37.58,0.12,20.95,0.03,3.47,24.87,0.54,5.95,6.88,Garnet
Sample6_pt139,37.35,0.1,20.66,0.05,3.93,24.46,0.61,6,6.91,Garnet
Sample6_pt140,37.71,0.17,20.6,0.04,3.83,24.67,0.6,6.21,6.86,Garnet
Sample6_pt141,37.6,0.16,20.99,0.06,3.79,24.95,0.56,6.04,6.82,Garnet
Sample6_pt142,37.03,0.12,20.69,0.04,4.51,24.49,0.56,5.99,6.75,Garnet
Sample6_pt143,37.55,0.08,19.98,0.09,3.79,24.82,0.63,5.89,7.03,Garnet
Sample6_pt144,36.96,0.12,20.48,0.02,4.13,24.14,0.59,5.99,6.89,Garnet
Sample6_pt145,36.75,0.09,20.26,0,4.32,24.15,0.59,5.95,6.77,Garnet
Sample6_pt146,37.17,0.03,20.32,0.05,5.08,23.86,0.6,6.08,7.05,Garnet
Sample6_pt147,37.14,0.11,20.52,0.05,3.95,24.36,0.52,6.02,6.89,Garnet
Sample6_pt148,37.18,0.19,20.4,0.02,4.17,24.42,0.54,6.1,6.77,Garnet
Sample6_pt149,37.11,0.16,20.58,0.02,4.64,24.23,0.58,6.09,6.76,Garnet
Sample6_pt150,37.29,0.18,20.49,0.07,4.21,24.76,0.56,6,6.82,Garnet
Sample6_pt151,36.35,0.1,19.42,3.9,2.65,24.11,0.57,5.71,6.6,Garnet
Sample6_pt152,37.16,0.09,20.52,0,5.09,24.14,0.53,6.13,6.85,Garnet
Sample6_pt153,37.3,0.07,20.66,0,4.67,24.37,0.59,6.16,6.72,Garnet
Sample6_pt154,37.33,0.07,20.55,0.05,4.17,24.46,0.52,6.04,6.93,Garnet
Sample6_pt155,36.95,0.07,20.41,0,5.13,23.84,0.52,6.3,6.73,Garnet
Sample6_pt156,37.14,0.11,20.15,0,3.94,24.66,0.46,5.92,6.81,Garnet
Sample6_pt157,37.04,0.16,20.6,0.08,4.55,24.26,0.58,6.01,6.91,Garnet
Sample6_pt158,37.73,0.16,20.75,0.74,2.96,25.03,0.51,6.13,6.74,Garnet
Sample6_pt159,37.07,0.15,20.51,0.02,4.57,24.63,0.61,5.9,6.67,Garnet
Sample6_pt160,36.91,0.1,20.41,0.05,4.93,24.23,0.57,6,6.81,Garnet
Sample6_pt161,37.25,0.12,20.57,0.05,4.68,24.53,0.6,6.09,6.7,Garnet
Sample6_pt162,37.35,0.08,20.44,0.02,4.07,24.85,0.55,6.01,6.69,Garnet
Sample6_pt163,37.13,0.07,20.59,0,4.39,24.65,0.53,5.87,6.74,Garnet
Sample6_pt164,37.23,0.08,20.39,0.03,4,24.53,0.62,6.08,6.57,Garnet
Sample6_pt165,37.81,0.22,20.55,0.02,3.9,25.03,0.57,6.18,6.75,Garnet
Sample6_pt166,37.31,0.14,20.58,0.03,3.84,25.02,0.55,5.81,6.87,Garnet
Sample6_pt167,37.33,0.07,20.51,0.04,4.32,24.44,0.62,5.99,6.93,Garnet
Sample6_pt168,37.29,0.08,20.38,0.02,4.26,24.71,0.55,5.97,6.75,Garnet
Sample6_pt169,37.46,0.03,20.63,0,4.32,24.54,0.54,5.99,7,Garnet
Sample6_pt170,37.26,0,20.43,0,4.62,24.46,0.57,5.78,7.05,Garnet
Sample6_pt171,36.94,0.06,20.33,0,4.12,24.57,0.58,5.71,6.92,Garnet
Sample6_pt172,36.92,0.05,20.97,0.06,4.31,24.68,0.55,5.76,6.79,Garnet
Sample6_pt173,36.98,0.03,20.8,0.03,4.35,24.51,0.48,5.79,6.97,Garnet
Sample6_pt174,36.97,0.09,20.89,0.04,5.05,24.46,0.59,5.83,6.83,Garnet
Sample6_pt175,36.92,0.11,20.68,0.02,5.08,24.25,0.59,5.98,6.82,Garnet
Sample6_pt176,36.52,0.07,20.63,0,4.98,24.07,0.54,5.87,6.69,Garnet
Sample6_pt177,36.98,0.12,20.65,0,4.59,24.59,0.5,5.89,6.71,Garnet
Sample6_pt178,37.3,0.09,20.62,0,4.08,24.89,0.59,5.86,6.83,Garnet
Sample6_pt179,37.09,0.09,20.61,0.05,5.43,24.08,0.58,6.05,6.86,Garnet
Sample6_pt180,37.31,0.15,20.82,0,4.23,24.89,0.54,5.9,6.85,Garnet
Sample6_pt181,36.59,0.13,20.62,0,4.89,24.03,0.56,5.92,6.71,Garnet
Sample6_pt182,37.13,0.11,20.6,0.02,4.34,24.73,0.57,5.92,6.7,Garnet
Sample6_pt183,36.85,0.12,20.55,0,5.16,24.02,0.5,5.99,6.87,Garnet
Sample6_pt184,37.04,0.16,20.59,0.04,4.29,24.56,0.56,5.81,7,Garnet
Sample6_pt185,37.14,0.09,20.62,0,4.29,24.42,0.62,5.93,6.84,Garnet
Sample6_pt186,36.95,0.07,20.63,0.06,4.78,24.12,0.58,6.07,6.8,Garnet
Sample6_pt187,36.9,0.12,20.5,0,5.14,24.08,0.53,5.9,6.98,Garnet
Sample6_pt188,37.31,0.06,20.32,0,4.72,24.67,0.6,5.95,6.64,Garnet
Sample6_pt189,36.94,0.15,20.39,0,5.08,24.4,0.61,6.06,6.6,Garnet
Sample6_pt190,36.98,0.03,20.56,0.02,4.83,24.38,0.57,5.91,6.62,Garnet
Sample6_pt191,37.4,0.05,20.42,0,3.75,25.03,0.54,5.91,6.76,Garnet
Sample6_pt192,37.46,0.02,20.53,0.04,3.86,25.11,0.51,5.94,6.72,Garnet
Sample6_pt193,37.48,0.05,20.7,0.04,4.01,25.08,0.66,5.89,6.68,Garnet
Sample6_pt194,36.79,0.16,20.53,0.04,4.69,24.57,0.57,5.8,6.71,Garnet
Sample6_pt195,37.56,0.15,20.48,0.04,3.47,25.31,0.65,5.88,6.65,Garnet
Sample6_pt196,37.08,0.1,20.28,0.09,3.88,24.85,0.6,5.73,6.65,Garnet
Sample6_pt197,36.48,0.16,20.57,0,4.72,24.42,0.61,5.74,6.64,Garnet
Sample6_pt198,36.81,0.09,20.34,0.02,4.59,24.28,0.57,5.79,6.93,Garnet
Sample6_pt199,36.9,0.03,20.42,0.03,4.58,24.19,0.54,5.94,6.81,Garnet
Sample6_pt200,37.05,0.1,20.66,0.05,4.38,24.91,0.57,5.79,6.67,Garnet
Sample6_pt201,37.01,0.16,20.58,0.02,4.52,24.73,0.57,5.93,6.65,Garnet
Sample6_pt202,37.06,0.14,20.54,0.04,4.65,24.56,0.59,5.9,6.83,Garnet
Sample6_pt203,37.17,0.19,20.72,0.02,4.35,24.85,0.51,5.87,6.73,Garnet
Sample6_pt204,37.25,0.16,20.43,0,3.98,24.86,0.54,5.96,6.7,Garnet
Sample6_pt205,36.97,0.11,20.45,0.03,4.39,24.52,0.57,5.76,6.81,Garnet
Sample6_pt206,37.12,0.08,20.38,0.06,4.11,24.91,0.61,5.84,6.52,Garnet
Sample6_pt207,36.99,0.13,20.59,0,4.56,24.43,0.69,6.05,6.58,Garnet
Sample6_pt208,35.68,0.08,20.11,0,5.27,23.8,0.6,5.62,6.49,Garnet
Sample6_pt209,36.93,0.16,20.2,0.06,4.4,24.58,0.56,5.89,6.64,Garnet
Sample6_pt210,36.74,0.06,20.25,0.05,4.55,24.57,0.53,5.89,6.56,Garnet
Sample6_pt211,36.7,0.09,20.61,0.02,4.2,24.53,0.6,5.77,6.58,Garnet
Sample6_pt212,36.69,0.1,20.33,0.04,4.69,24.27,0.63,5.74,6.88,Garnet
Sample6_pt213,37.23,0.1,20.62,0.03,4.48,24.63,0.63,6.01,6.73,Garnet
Sample6_pt214,36.81,0.12,20.54,0.06,4.87,24.55,0.57,5.8,6.62,Garnet
Sample6_pt215,36.86,0.17,20.45,0.03,4.93,24.41,0.58,5.89,6.77,Garnet
Sample6_pt216,36.91,0.08,20.59,0.02,4.69,24.72,0.58,5.96,6.45,Garnet
Sample6_pt217,36.99,0.08,20.29,0,4.11,24.87,0.55,5.81,6.56,Garnet
Sample6_pt218,37.54,0.12,23.12,0.29,1.05,25.93,0.61,5.86,6.14,Garnet
Sample6_pt219,36.96,0.1,20.19,0.02,4.52,24.82,0.57,5.9,6.45,Garnet
Sample6_pt220,36.94,0.03,20.49,0.05,4.71,24.39,0.59,5.96,6.61,Garnet
Sample6_pt221,36.97,0.16,20.44,0.05,3.69,24.98,0.52,5.84,6.56,Garnet
Sample6_pt222,36.22,0.02,19.83,0.02,5.17,23.7,0.55,5.94,6.45,Garnet
Sample6_pt223,36.76,0.03,20.64,0.03,4.71,24.56,0.6,5.78,6.63,Garnet
Sample6_pt224,36.75,0.02,20.37,0,4.92,24.13,0.57,5.97,6.68,Garnet
Sample6_pt225,36.48,0.02,20.16,0.06,6.23,23.29,0.52,6.04,6.96,Garnet
Sample6_pt226,37.08,0.02,20.39,0,4.3,24.8,0.61,5.88,6.58,Garnet
Sample6_pt227,36.07,0,20.17,0.03,6.05,23.52,0.64,5.88,6.52,Garnet
Sample6_pt228,36.44,0,19.72,0,5.39,23.87,0.59,5.84,6.67,Garnet
Sample6_pt229,36.05,0.12,20.14,0.04,5.2,24.08,0.52,5.63,6.58,Garnet
Sample6_pt230,35.51,0,20.11,0.07,6.37,23.14,0.6,5.71,6.67,Garnet
Sample6_pt231,37.59,0,20.21,0.05,4.36,24.84,0.63,5.84,6.97,Garnet
Sample6_pt232,35.69,0.02,20.63,0.03,5.37,23.87,0.51,5.51,6.58,Garnet
Sample6_pt233,36.41,0.04,20.72,0,5.38,24.4,0.63,5.81,6.36,Garnet
Sample6_pt234,36.52,0.02,20.45,0.06,4.62,24.32,0.57,5.79,6.58,Garnet
Sample6_pt235,36.16,0,20.26,0.06,5.07,23.87,0.49,5.78,6.5,Garnet
Sample6_pt236,36.5,0,20.43,0.02,5.24,24.32,0.57,5.87,6.46,Garnet
Sample6_pt237,36.23,0,20.36,0.03,4.78,24.26,0.59,5.76,6.4,Garnet
Sample6_pt238,36.91,0,20.39,0,5.6,24.68,0.53,5.89,6.54,Garnet
Sample6_pt239,36.39,0.03,20.55,0,5.37,24.1,0.64,5.94,6.4,Garnet
Sample7_pt1,38.24,0.1,19.47,0,0,32.15,0.61,3.68,6.65,Garnet
Sample7_pt2,38.04,0.03,19.51,0.03,0,32.12,0.66,3.63,6.75,Garnet
Sample7_pt3,38.34,0.11,19.52,0,0,32.14,0.72,3.73,6.71,Garnet
Sample7_pt4,38.4,0.07,19.63,0.04,0,31.72,0.81,3.79,6.9,Garnet
Sample7_pt5,38.32,0.18,19.54,0,0,32,0.71,3.74,6.81,Garnet
Sample7_pt6,38.11,0.07,19.63,0.03,0,32.14,0.75,3.63,6.62,Garnet
Sample7_pt7,37.79,0.13,19.67,0,0,31.91,0.76,3.59,6.57,Garnet
Sample7_pt8,37.95,0.06,19.64,0,0,32.13,0.64,3.68,6.75,Garnet
Sample7_pt9,37.56,0.11,19.93,0,0,32.54,0.81,3.58,6.73,Garnet
Sample7_pt10,37.91,0.12,19.92,0,0,32.24,0.69,3.74,6.66,Garnet
Sample7_pt11,38.31,0.09,19.65,0.03,0,31.88,0.66,3.53,6.74,Garnet
Sample7_pt12,38.11,0.12,19.67,0.04,0,31.97,0.72,3.6,6.62,Garnet
Sample7_pt13,37.94,0.23,19.42,0,0,31.89,0.69,3.73,6.69,Garnet
Sample7_pt14,37.44,0.16,19.67,0,0,31.77,0.7,3.72,6.71,Garnet
Sample7_pt15,37.62,0.06,19.64,0,0,32,0.78,3.77,6.63,Garnet
Sample7_pt16,37.55,0.15,19.89,0,0,31.89,0.77,3.83,6.56,Garnet
Sample7_pt17,37.93,0.05,19.65,0.04,0,31.99,0.7,3.67,6.65,Garnet
Sample7_pt18,37.98,0.12,19.81,0.02,0,31.47,0.77,3.72,6.62,Garnet
Sample7_pt19,37.57,0.18,19.86,0.04,0,31.86,0.64,3.68,6.36,Garnet
Sample7_pt20,37.47,0.13,19.76,0,0,32.05,0.79,3.65,6.5,Garnet
Sample7_pt21,37.17,0.1,19.81,0.04,0,31.65,0.76,3.54,6.4,Garnet
Sample7_pt22,37.7,0.14,19.65,0.02,0,31.89,0.64,3.82,6.67,Garnet
Sample7_pt23,37.32,0.09,19.69,0.03,0,31.81,0.72,3.63,6.52,Garnet
Sample7_pt24,37.48,0.11,19.91,0,0,31.89,0.59,3.79,6.36,Garnet
Sample7_pt25,37.29,0.08,20.24,0,0,31.88,0.71,3.83,6.71,Garnet
Sample7_pt26,37.21,0.14,19.85,0.02,0,32.03,0.79,3.8,6.39,Garnet
Sample7_pt27,36.96,0.13,20.09,0.03,0,31.81,0.77,3.71,6.56,Garnet
