PointID,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,NiO,CaO,Na2O,K2O,P2O5,Mineral
13241,41.75,0.1,20.87,4.82,5.59,0.31,21.07,0,5.12,0,0,0,Garnet
13242,41.48,0.18,21.73,3.71,6.85,0.34,20.23,0,5.18,0,0,0,Garnet
13243,41.46,0.24,20.62,4.71,6.27,0.29,21.59,0,4.96,0,0,0,Garnet
13244,41.89,0.08,20.86,4.72,6.45,0.32,19.81,0,5.52,0,0,0,Garnet
13245,41.76,0.12,22.18,3.08,7.04,0.32,21.05,0,4.9,0,0,0,Garnet
13246,41.64,0.09,21.84,3.41,7.11,0.34,20.72,0,4.84,0,0,0,Garnet
13247,41.28,0.11,20.37,4.88,6.34,0.31,20.62,0,5.42,0,0,0,Garnet
13248,42.12,0.12,22.71,2.06,7.01,0.31,21.69,0,4.34,0,0,0,Garnet
13249,41.53,0.22,22.05,2.92,6.22,0.29,21.44,0,4.78,0,0,0,Garnet
13250,41.85,0.12,22.22,2.9,8.53,0.43,20.39,0,4.85,0,0,0,Garnet
13251,42.6,0.12,22.25,2.26,6.77,0.3,21.63,0,4.45,0,0,0,Garnet
13252,40.53,0.04,20.5,4.23,6.62,0.31,20.04,0,5.09,0,0,0,Garnet
13253,41.57,0.1,20.45,4.77,6.51,0.32,20.44,0,5.48,0,0,0,Garnet
13254,41.87,0.07,20.99,4.35,6.58,0.3,21.24,0,5.29,0,0,0,Garnet
13255,41.42,0.23,19.87,4.86,6.19,0.32,21.11,0,4.91,0,0,0,Garnet
13256,41.8,0.07,21.74,1.79,6.51,0.31,22,0,4.38,0,0,0,Garnet
13257,41.44,0.06,20.67,3.04,7.06,0.37,21.37,0,4.91,0,0,0,Garnet
13258,40.59,0.02,20.25,2.48,7.36,0.39,21.2,0,4.72,0,0,0,Garnet
13259,41.29,0.27,20.52,4.77,6.38,0.3,21.12,0,4.92,0,0,0,Garnet
13260,41.79,0.09,20.56,4.67,6.59,0.32,20.29,0,5.51,0,0,0,Garnet
13261,41.67,0.04,20.88,4.94,6.41,0.32,20.94,0,5.46,0,0,0,Garnet
13262,41.28,0.07,20.56,5.5,6.36,0.3,21.12,0,5.58,0,0,0,Garnet
13263,41.88,0.23,20.72,4.63,6.36,0.29,21.47,0,4.9,0,0,0,Garnet
13264,42.23,0.11,22.57,1.99,7.17,0.3,21.21,0,4.48,0,0,0,Garnet
13265,41.8,0.07,20.51,4.11,6.58,0.31,20.01,0,5.36,0,0,0,Garnet
13266,41.59,0.09,20.15,5.45,6.58,0.34,20.4,0,5.64,0,0,0,Garnet
13267,42.05,0.08,20.09,5.5,6.53,0.37,20.44,0,5.69,0,0,0,Garnet
13268,42.17,0.02,21.49,3.24,6.74,0.3,21.12,0,4.91,0,0,0,Garnet
13269,41.76,0.14,21.58,3.75,6.89,0.32,20.86,0,5.2,0,0,0,Garnet
13270,42.31,0.01,20.07,3.83,6.35,0.3,21.44,0,5.07,0,0,0,Garnet
13271,42.24,0.03,20.03,4.44,6.46,0.36,20.98,0,5.22,0,0,0,Garnet
13272,41.02,0.01,20.07,4.84,6.54,0.35,19.98,0,5.17,0,0,0,Garnet
13273,41.55,0.09,20.4,5.39,6.35,0.31,21.08,0,5.53,0,0,0,Garnet
13274,42.03,0.05,21.21,4.17,6.48,0.38,20.8,0,5.02,0,0,0,Garnet
13275,40.9,0.24,19.33,4.67,6.55,0.32,20.13,0,5.01,0,0,0,Garnet
13276,42.28,0.02,22,2.35,7.87,0.39,20.82,0,4.79,0,0,0,Garnet
13277,42.29,0.03,19.99,4.46,6.44,0.36,21.05,0,5.21,0,0,0,Garnet
13278,42.23,0.1,19.47,5.98,6.74,0.34,20.64,0,5.68,0,0,0,Garnet
13279,41.2,0.12,20.92,3.46,6.98,0.32,19.86,0,5.17,0,0,0,Garnet
13280,41.51,0.04,20.89,4.27,6.84,0.34,20.16,0,5.19,0,0,0,Garnet
13281,42.21,0.03,22.89,1.98,7.71,0.33,20.89,0,4.45,0,0,0,Garnet
13282,42.24,0.04,20.73,4.51,6.73,0.36,21.32,0,5.32,0,0,0,Garnet
13283,41.88,0.07,20.84,4.85,6.58,0.32,20.71,0,5.6,0,0,0,Garnet
13284,42.41,0.09,23.64,1.97,7.14,0.3,20.56,0,4.64,0,0,0,Garnet
13285,41.82,0.27,19.99,5.48,6.31,0.34,20.12,0,5.79,0,0,0,Garnet
13286,41.67,0.09,21.22,4.44,5.7,0.31,21.38,0,5.23,0,0,0,Garnet
13287,41.6,0.12,20.33,5.2,9.06,0.47,18.64,0,5.49,0,0,0,Garnet
13288,42.21,0.19,22.06,3.01,6.43,0.31,20.99,0,4.89,0,0,0,Garnet
13289,41.53,0.14,20.03,5.75,6.7,0.33,20.25,0,6.09,0,0,0,Garnet
13290,42.76,0.15,22.56,2.08,6.92,0.32,21.51,0,4.37,0,0,0,Garnet
13291,42.18,0.11,20.01,5.53,6.54,0.34,20.55,0,5.49,0,0,0,Garnet
13292,41.8,0.01,20.78,4.97,7.15,0.44,20.14,0,5.63,0,0,0,Garnet
13293,39.83,0.25,18.11,6.88,6.62,0.3,20.8,0,5.33,0,0,0,Garnet
13294,41.89,0.25,21.38,4.12,6.39,0.31,21.62,0,4.98,0,0,0,Garnet
13295,41.26,0.06,21.96,3.22,6.55,0.32,21.55,0,4.9,0,0,0,Garnet
13296,41.48,0.01,20.79,4.81,7.27,0.44,19.76,0,5.64,0,0,0,Garnet
13297,42.25,0.11,22.76,2.03,7.01,0.28,21.4,0,4.4,0,0,0,Garnet
13298,41.64,0.09,20.21,5.19,8.98,0.5,19.07,0,5.45,0,0,0,Garnet
13299,41.42,0.1,20,5.37,8.96,0.46,18.97,0,5.58,0,0,0,Garnet
13300,41.47,0.09,20.15,5.42,6.6,0.33,20.2,0,5.5,0,0,0,Garnet
13301,41.89,0.25,20.82,4.17,6.29,0.32,21.66,0,5,0,0,0,Garnet
13302,42.14,0.04,20.8,4.36,6.66,0.34,21.04,0,5.19,0,0,0,Garnet
13303,42.21,0.12,22.41,2.08,6.86,0.3,21.95,0,4.37,0,0,0,Garnet
13304,41.26,0.09,20.76,4.8,6.45,0.31,20.64,0,5.38,0,0,0,Garnet
13305,41.95,0.07,19.89,5.53,7.32,0.46,19.67,0,5.62,0,0,0,Garnet
13306,41.25,0.26,20.73,4.9,6.46,0.3,21.2,0,5.39,0,0,0,Garnet
13307,41.72,0.01,20.49,5.12,6.5,0.37,20.4,0,5.65,0,0,0,Garnet
13308,41.74,0.11,20.57,4.8,6.57,0.32,20.83,0,5.5,0,0,0,Garnet
13309,42.7,0.12,22.75,2.15,6.96,0.3,21.88,0,4.5,0,0,0,Garnet
13310,41.65,0.1,19.86,5.82,6.75,0.35,19.6,0,6.15,0,0,0,Garnet
13311,41.3,0.09,20.79,4.28,8.95,0.48,19.45,0,5.1,0,0,0,Garnet
13312,42.14,0.03,21.37,4.13,6.79,0.4,21.04,0,4.8,0,0,0,Garnet
13313,40.79,0.11,19.88,5.53,8.96,0.48,18.71,0,5.62,0,0,0,Garnet
13314,42.16,0.12,22.07,3.05,7.1,0.35,20.69,0,4.92,0,0,0,Garnet
13315,42.48,0.09,22.81,2.06,6.83,0.33,21.32,0,4.61,0,0,0,Garnet
13316,41.56,0.12,19.87,5.34,8.95,0.48,19.13,0,5.57,0,0,0,Garnet
13317,41.22,0.19,20.97,4.63,6.25,0.32,21.57,0,5.07,0,0,0,Garnet
13318,42.2,0.07,22.34,2.6,8.64,0.47,19.88,0,4.66,0,0,0,Garnet
13319,42.06,0.06,21.29,3.7,6.67,0.33,20.93,0,5.05,0,0,0,Garnet
13320,41.33,0.1,21.87,3.13,7.01,0.33,21.35,0,4.88,0,0,0,Garnet
13321,41.78,0.32,21.8,3,7.36,0.31,20.35,0,5.15,0,0,0,Garnet
13322,41.34,0.05,20.31,5.45,6.32,0.34,20.27,0,5.82,0,0,0,Garnet
13323,42.11,0.07,21.78,3.76,6.67,0.3,20.92,0,5.15,0,0,0,Garnet
13324,41.44,0.06,21.05,4.42,6.74,0.33,20.6,0,5.16,0,0,0,Garnet
13325,41.39,0.07,22.01,3.2,7.1,0.35,20.54,0,4.84,0,0,0,Garnet
13326,41.31,0.16,21.8,3.1,6.84,0.34,21.06,0,4.91,0,0,0,Garnet
13327,41.74,0.1,20.18,5.7,6.39,0.34,20.5,0,5.71,0,0,0,Garnet
13328,41.63,0.02,21.42,4.24,6.18,0.31,21.36,0,5.1,0,0,0,Garnet
13329,40.92,0.25,19.14,6.55,6.18,0.33,20.15,0,5.8,0,0,0,Garnet
13330,41.32,0.08,20.09,5.35,9.04,0.45,18.91,0,5.53,0,0,0,Garnet
13331,42.08,0.1,20.55,4.78,6.54,0.32,20.27,0,5.32,0,0,0,Garnet
13332,40.63,0.01,20.47,5.27,7.21,0.43,19.12,0,5.76,0,0,0,Garnet
13333,40.84,0.04,21.12,4.4,6.8,0.33,20.28,0,5.21,0,0,0,Garnet
13334,41.97,0.14,22.83,2.38,7.19,0.32,21.23,0,4.7,0,0,0,Garnet
13335,41.45,0.21,22.68,2.15,8.88,0.49,19.44,0,4.92,0,0,0,Garnet
13336,41.77,0.25,19.78,5.73,6.24,0.31,20.43,0,5.81,0,0,0,Garnet
13337,41.26,0.02,20.62,5.18,7.17,0.43,19.87,0,5.77,0,0,0,Garnet
13338,41.78,0.12,22.76,2.11,6.89,0.29,21.88,0,4.44,0,0,0,Garnet
13339,41.56,0.09,21.8,3.33,6.92,0.3,21.97,0,4.72,0,0,0,Garnet
13340,42.4,0.11,21.58,3.79,6.88,0.32,20.57,0,5.16,0,0,0,Garnet
13341,42.02,0.27,19.39,6.35,6.33,0.31,20.47,0,5.88,0,0,0,Garnet
13342,42.42,0.24,20.43,4.78,6.37,0.3,21.1,0,4.91,0,0,0,Garnet
13343,41.68,0.16,22.49,2.48,6.74,0.4,21.42,0,4.27,0,0,0,Garnet
13344,41.5,0.04,21.82,3.97,6.75,0.36,21.27,0,4.8,0,0,0,Garnet
13345,42.14,0.09,22.61,2.42,6.64,0.29,21.44,0,4.57,0,0,0,Garnet
13346,41.28,0.17,19.93,5.72,6.66,0.37,19.48,0,6.04,0,0,0,Garnet
13347,40.94,0.1,21.68,3.49,6.83,0.31,20.91,0,4.73,0,0,0,Garnet
13348,42.16,0.16,22.92,2.05,6.18,0.26,21.65,0,4.52,0,0,0,Garnet
13349,41.64,0.11,21.56,3.79,6.76,0.33,21.14,0,5.23,0,0,0,Garnet
13350,41.48,0.09,20.61,5.06,6.59,0.36,21.5,0,5.25,0,0,0,Garnet
13351,40.88,0.13,17.83,8.55,6.19,0.33,21,0,5.17,0,0,0,Garnet
13352,41.59,0.05,20.83,5.02,6.47,0.31,20.98,0,5.35,0,0,0,Garnet
13353,41.19,0.23,19.88,5.51,6.09,0.28,20.72,0,5.88,0,0,0,Garnet
13354,40.95,0.01,20.81,5.22,7.32,0.46,20.29,0,5.88,0,0,0,Garnet
13355,41.89,0.22,21.37,4.01,6.81,0.32,20.69,0,5.15,0,0,0,Garnet
13356,41.54,0.18,21.59,3.82,6.63,0.32,21.08,0,5.26,0,0,0,Garnet
13357,41.4,0.1,21.16,4.61,6.71,0.29,21.16,0,5.5,0,0,0,Garnet
13358,41.92,0.06,23.28,2.21,7.3,0.32,21,0,4.69,0,0,0,Garnet
13359,40.99,0.34,20.87,4.34,7.04,0.32,20.49,0,5.41,0,0,0,Garnet
13360,40.46,0.14,18.05,8.4,6.12,0.31,21.14,0,5.16,0,0,0,Garnet
13361,42.14,0.09,22.06,3.1,6.6,0.33,21.43,0,4.86,0,0,0,Garnet
13362,41.01,0.1,20.37,5.71,6.07,0.34,20.81,0,5.59,0,0,0,Garnet
13363,41.95,0.08,22.39,2.74,8.44,0.44,20.11,0,4.89,0,0,0,Garnet
13364,41.31,0.06,20.38,5.5,6.35,0.32,20.66,0,5.77,0,0,0,Garnet
13365,41.86,0.17,23,2.3,7.51,0.35,21.5,0,4.31,0,0,0,Garnet
13366,41.85,0.06,20.58,5.21,6.47,0.31,20.51,0,5.43,0,0,0,Garnet
13367,41.34,0.13,19.66,5.87,7.02,0.33,20.24,0,5.62,0,0,0,Garnet
13368,41.96,0.06,20.18,5.56,6.31,0.32,20.94,0,5.63,0,0,0,Garnet
13369,40.18,0.14,18.16,8.22,6.26,0.32,20.97,0,5.15,0,0,0,Garnet
13370,41.87,0.04,20.4,5.46,6.25,0.32,20.74,0,5.49,0,0,0,Garnet
13371,41.67,0.08,20.26,5.51,6.29,0.33,20.67,0,5.53,0,0,0,Garnet
13372,41.33,0.17,19.89,6.17,6.79,0.34,20.3,0,5.65,0,0,0,Garnet
13373,41.67,0.02,22.35,3.01,6.91,0.34,21.5,0,4.97,0,0,0,Garnet
13374,41.13,0.05,20.44,5.33,6.45,0.32,21.01,0,5.47,0,0,0,Garnet
13375,41.33,0.08,20.55,5.27,6.25,0.3,20.35,0,5.8,0,0,0,Garnet
13376,41.84,0.01,22.2,3.08,6.86,0.35,21.16,0,5.01,0,0,0,Garnet
13377,41.61,0.01,21.98,3.34,6.71,0.34,21.24,0,5.14,0,0,0,Garnet
13378,41.65,0.17,19.73,6.24,6.79,0.35,20.66,0,5.64,0,0,0,Garnet
13379,42.41,0.03,20.85,5.32,6.43,0.34,20.48,0,5.67,0,0,0,Garnet
13380,41.59,0.04,21.11,4.6,6.57,0.29,21.12,0,5.47,0,0,0,Garnet
13381,42.04,0.16,19.48,5.81,7.01,0.33,20.37,0,5.63,0,0,0,Garnet
13382,41.37,0.05,21.18,4.81,6.52,0.36,20.06,0,5.6,0,0,0,Garnet
13383,40.15,0.01,21.74,4.75,7.7,0.44,19.41,0,5.84,0,0,0,Garnet
13384,41.35,0.07,20.54,5.15,6.25,0.31,20.89,0,5.76,0,0,0,Garnet
13385,41.54,0.11,20.86,5.31,6.4,0.31,19.88,0,5.84,0,0,0,Garnet
13386,41.62,0.06,20.73,4.89,6.33,0.28,20.21,0,5.72,0,0,0,Garnet
13387,40.95,0.02,20.73,5.2,6.72,0.32,19.64,0,5.58,0,0,0,Garnet
13388,41.45,0.07,22.16,3.04,6.65,0.33,21.17,0,4.79,0,0,0,Garnet
13389,41.48,0.08,20.77,5.3,6.37,0.26,21.01,0,5.75,0,0,0,Garnet
13390,41.93,0.06,20.85,5.43,6.62,0.32,20.76,0,5.57,0,0,0,Garnet
13391,41.97,0.03,21.95,3.74,7.12,0.31,20.52,0,5.31,0,0,0,Garnet
13392,41.89,0.42,20.69,5.33,6.74,0.29,20.69,0,5.56,0,0,0,Garnet
13393,41.36,0.16,22.32,2.83,7.75,0.4,19.69,0,4.85,0,0,0,Garnet
13394,41.28,0.29,20.31,5.27,6.53,0.32,20.61,0,5.83,0,0,0,Garnet
13395,41.5,0.08,22.2,3.19,7.18,0.37,21.43,0,4.76,0,0,0,Garnet
13396,41.43,0.07,20.82,4.74,6.54,0.31,19.72,0,5.67,0,0,0,Garnet
13397,41.57,0.08,21.76,3.57,6.92,0.31,20.66,0,5.22,0,0,0,Garnet
13398,42.14,0.1,21.81,3.63,6.75,0.33,21.45,0,5.02,0,0,0,Garnet
13399,41.31,0.05,21.09,4.64,6.84,0.33,21.18,0,4.94,0,0,0,Garnet
13400,41.57,0.01,20.45,5.09,6.26,0.29,20.76,0,5.44,0,0,0,Garnet
13401,41.1,0.12,20.04,5.24,8.89,0.47,19.03,0,5.5,0,0,0,Garnet
13402,41.82,0.11,20.21,5.01,8.9,0.5,19.16,0,5.36,0,0,0,Garnet
13403,41.44,0.06,22.53,2.93,8.51,0.58,19.25,0,5.36,0,0,0,Garnet
13404,40.96,0.08,21.94,3.56,6.79,0.31,20.76,0,5.1,0,0,0,Garnet
13405,41.35,0.07,21.08,4.55,6.65,0.26,20.28,0,5.31,0,0,0,Garnet
13406,41.43,0.03,21.74,3.99,6.27,0.34,21.51,0,5.2,0,0,0,Garnet
13407,41.48,0.08,21.87,3.48,6.72,0.32,21.5,0,4.9,0,0,0,Garnet
13408,41.64,0.06,21.57,3.68,6.59,0.32,21.76,0,5.01,0,0,0,Garnet
13409,41.56,0.08,21.46,3.56,6.48,0.31,21.64,0,5.02,0,0,0,Garnet
13410,41.5,0.08,21.04,3.44,6.45,0.31,21.28,0,4.88,0,0,0,Garnet
13411,41.66,0.06,21.31,3.69,6.61,0.33,20.83,0,5.09,0,0,0,Garnet
13412,41.82,0.08,21.86,3.23,6.95,0.33,21.21,0,4.58,0,0,0,Garnet
13413,41.93,0.1,21.84,3.62,6.82,0.32,20.73,0,5.2,0,0,0,Garnet
13414,41.15,0.09,21.17,5.22,6.86,0.32,21.13,0,5.83,0,0,0,Garnet
13415,41.61,0.07,20.61,5.05,6.59,0.27,20.08,0,5.37,0,0,0,Garnet
13416,41.85,0.05,20.81,5.1,6.36,0.32,20.43,0,5.85,0,0,0,Garnet
13417,42.59,0.13,21.05,4.35,7.22,0.36,20.14,0,5.02,0,0,0,Garnet
13418,41.61,0.09,21.03,3.92,6.53,0.33,20.73,0,4.97,0,0,0,Garnet
13419,41.95,0.02,19.86,5.77,6.29,0.36,20.79,0,5.63,0,0,0,Garnet
13420,41.99,0.02,19.95,5.85,6.33,0.34,20.26,0,5.57,0,0,0,Garnet
13421,42.4,0.04,19.95,5.8,6.56,0.36,20.52,0,5.57,0,0,0,Garnet
13422,41.93,0.09,21.41,4.15,7.24,0.37,19.86,0,5.06,0,0,0,Garnet
13423,42.09,0.09,21.4,4.01,6.59,0.33,20.89,0,5.17,0,0,0,Garnet
13424,42.23,0.21,20.67,4.53,6.76,0.41,20.48,0,5.01,0,0,0,Garnet
13425,42.35,0.2,20.26,4.37,6.67,0.35,20.83,0,5.24,0,0,0,Garnet
13426,42.56,0.1,20.54,4.2,6.64,0.31,20.84,0,5.14,0,0,0,Garnet
13427,42.25,0.09,21.16,3.84,6.58,0.32,21.07,0,5.11,0,0,0,Garnet
13428,42.4,0.06,21.04,3.86,6.6,0.33,21.14,0,5.05,0,0,0,Garnet
13429,41.32,0.1,20.58,4.06,6.57,0.31,21.21,0,5.03,0,0,0,Garnet
13430,41.88,0.04,18.3,7.47,6.2,0.35,20.04,0,6.48,0,0,0,Garnet
13431,41.65,0.02,19.72,5.83,6.26,0.31,20.43,0,5.64,0,0,0,Garnet
13432,42.42,0.1,20.69,4.3,7.29,0.4,20.58,0,5.08,0,0,0,Garnet
13433,41.23,0.17,21.32,3.11,12.11,0.52,17.77,0,4.45,0,0,0,Garnet
13434,42.69,0.17,20.67,4.85,6.31,0.32,20.56,0,5.45,0,0,0,Garnet
13435,42.45,0.02,20.01,5.69,6.3,0.32,20.56,0,5.24,0,0,0,Garnet
13436,41.28,0.16,21.03,4.2,7.14,0.4,20.36,0,5.08,0,0,0,Garnet
13437,42.14,0.02,19.63,5.88,6.18,0.3,20.65,0,5.58,0,0,0,Garnet
13438,42.17,0.09,21.18,3.87,6.53,0.32,21.14,0,5.08,0,0,0,Garnet
13439,42.13,0.07,20.5,4.35,6.69,0.33,20.69,0,5.19,0,0,0,Garnet
13440,42.72,0.01,19.72,5.79,6.32,0.34,20.17,0,5.58,0,0,0,Garnet
13441,42.03,0.08,21.37,3.75,6.6,0.35,20.81,0,4.9,0,0,0,Garnet
13442,41.57,0.11,21.31,3.98,6.53,0.31,20.71,0,5.3,0,0,0,Garnet
13443,42.03,0.1,21.27,3.93,6.43,0.34,20.92,0,5.2,0,0,0,Garnet
13444,41.7,0.09,21.16,4.08,7.2,0.37,20.48,0,5.07,0,0,0,Garnet
13445,41.59,0.14,18.89,6.19,6.8,0.34,20.22,0,5.58,0,0,0,Garnet
13446,41.59,0.09,18.6,6.45,6.26,0.34,20.53,0,5.66,0,0,0,Garnet
13447,41.92,0.1,21.08,3.9,6.65,0.32,21.23,0,4.98,0,0,0,Garnet
13448,42.45,0.13,21.41,3.98,7.2,0.38,20.86,0,4.97,0,0,0,Garnet
13449,41.53,0.03,19.64,5.84,6.25,0.33,20.61,0,5.62,0,0,0,Garnet
13450,41.9,0.04,19.91,5.85,6.57,0.37,20.27,0,5.51,0,0,0,Garnet
13451,41.98,0.02,19.98,5.72,6.26,0.31,20,0,5.69,0,0,0,Garnet
13452,42.12,0.1,21.08,4.32,7.18,0.37,20.51,0,5.06,0,0,0,Garnet
13453,41.24,0.02,19.69,5.96,6.58,0.37,20.12,0,6.02,0,0,0,Garnet
13454,41.81,0.09,21.87,3.78,6.45,0.31,20.93,0,5.13,0,0,0,Garnet
13455,42.33,0.23,20.53,4.52,6.69,0.33,20.72,0,5.24,0,0,0,Garnet
13456,42.71,0.03,19.87,5.78,6.22,0.34,20.54,0,5.55,0,0,0,Garnet
13457,42.54,0.01,19.59,5.85,6.32,0.32,20.54,0,5.65,0,0,0,Garnet
13458,41.64,0.07,20.89,4.06,6.54,0.32,20.94,0,5.07,0,0,0,Garnet
13459,41.45,0.19,22.04,2.19,12.55,0.51,17.93,0,4.55,0,0,0,Garnet
13460,41.78,0.09,21.69,3.67,7.18,0.39,20.47,0,4.82,0,0,0,Garnet
13461,41.99,0.03,20.03,5.7,6.3,0.32,20.43,0,5.62,0,0,0,Garnet
13462,42.03,0.01,19.68,5.81,6.26,0.33,20.61,0,5.63,0,0,0,Garnet
13463,42.57,0.11,21.18,4.08,6.71,0.35,20.69,0,4.98,0,0,0,Garnet
13464,41.82,0.1,21.23,3.93,6.5,0.31,20.89,0,5.14,0,0,0,Garnet
13465,41.35,0.21,20.71,4.12,7.14,0.41,20.68,0,4.7,0,0,0,Garnet
13466,42.54,0.15,21.35,3.66,6.66,0.31,20.96,0,4.95,0,0,0,Garnet
13467,42.04,0.09,21.64,3.79,6.6,0.33,20.91,0,4.99,0,0,0,Garnet
13468,41.97,0.03,19.87,5.75,6.23,0.3,20.53,0,5.67,0,0,0,Garnet
13469,42.09,0.08,21.68,3.84,6.62,0.33,20.97,0,5.01,0,0,0,Garnet
13470,42.02,0,19.67,5.73,6.21,0.34,20.53,0,5.57,0,0,0,Garnet
13471,40.72,0.02,18.74,5.77,6.21,0.35,21.08,0,5.64,0,0,0,Garnet
13472,42.1,0.09,21.23,4.33,6.77,0.34,20.82,0,5.24,0,0,0,Garnet
13473,42.44,0.1,20.77,3.97,6.53,0.27,21.19,0,5.17,0,0,0,Garnet
13474,40.96,0.01,19.59,5.82,6.31,0.31,20.59,0,5.7,0,0,0,Garnet
13475,41.27,0.12,20.42,4.28,7.24,0.38,20.55,0,5.07,0,0,0,Garnet
13476,41.76,0.11,21.11,4.32,7.23,0.39,20.28,0,5.1,0,0,0,Garnet
13477,41.52,0.02,19.63,5.85,6.1,0.33,21.1,0,5.52,0,0,0,Garnet
13478,42.79,0.13,21.65,3.77,7.21,0.39,19.78,0,5,0,0,0,Garnet
13479,41.17,0.03,19.9,5.83,6.32,0.34,20.43,0,5.56,0,0,0,Garnet
13480,42.74,0.14,20.2,5.6,6.64,0.34,20.32,0,5.28,0,0,0,Garnet
13481,41.9,0.12,21.42,4,7.35,0.39,20.16,0,4.98,0,0,0,Garnet
13482,42.15,0.01,20.09,5.8,6.33,0.31,20.43,0,5.6,0,0,0,Garnet
13483,41.67,0.02,20.01,5.63,6.21,0.33,20.94,0,5.4,0,0,0,Garnet
13484,42.55,0.04,19.67,5.86,6.3,0.32,20.57,0,5.48,0,0,0,Garnet
13485,42.56,0.08,21.34,4,6.64,0.34,21.01,0,5.17,0,0,0,Garnet
13486,42.68,0.01,20.28,5.75,6.32,0.34,20.01,0,5.68,0,0,0,Garnet
13487,42.08,0.07,21.18,4.59,7.25,0.41,19.22,0,5.68,0,0,0,Garnet
13488,41.67,0.01,19.57,5.93,6.35,0.33,20.67,0,5.75,0,0,0,Garnet
13489,41.96,0.37,19.13,5.28,6.86,0.36,19.93,0,5.87,0,0,0,Garnet
13490,41.91,0.18,20.13,4.53,6.61,0.39,21.4,0,5.02,0,0,0,Garnet
13491,41.81,0.13,20.8,4.38,7.31,0.39,20.44,0,5.12,0,0,0,Garnet
13492,41.86,0.12,20.94,4.32,7.21,0.39,20.52,0,5.15,0,0,0,Garnet
13493,41.36,0.01,19.71,5.74,6.22,0.32,20.7,0,5.66,0,0,0,Garnet
13494,41.03,0.01,20.01,5.86,6.34,0.32,20.61,0,5.74,0,0,0,Garnet
13495,42.17,0.02,20.1,5.81,6.16,0.31,20.72,0,5.43,0,0,0,Garnet
13496,42.61,0.07,20.84,3.98,6.48,0.31,21.35,0,5.23,0,0,0,Garnet
13497,42.21,0.03,20.2,5.75,6.3,0.31,20.39,0,5.61,0,0,0,Garnet
13498,42.27,0.08,20.85,3.92,7.15,0.4,20.61,0,4.87,0,0,0,Garnet
13499,42,0.03,19.85,5.77,6.26,0.34,20.25,0,5.51,0,0,0,Garnet
13500,42.04,0.09,21.45,3.92,6.57,0.33,20.87,0,5.09,0,0,0,Garnet
13501,42.27,0.02,20.3,5.77,6.29,0.32,20.18,0,5.6,0,0,0,Garnet
13502,41.32,0.11,20.96,4.05,6.55,0.32,20.63,0,5.18,0,0,0,Garnet
13503,41.12,0.08,20.97,4.09,7.25,0.39,20.63,0,5.08,0,0,0,Garnet
13504,41.8,0.03,19.88,5.77,6.28,0.35,20.49,0,5.56,0,0,0,Garnet
13505,42.58,0.1,20.9,4.1,6.58,0.31,21.2,0,5.06,0,0,0,Garnet
13506,41.77,0,21.12,4.36,6.57,0.33,20.35,0,5.42,0,0,0,Garnet
13507,42.12,0.1,21.1,3.88,6.5,0.31,21.07,0,5.27,0,0,0,Garnet
13508,40.71,0.27,21.59,2.9,12.41,0.52,17.16,0,4.6,0,0,0,Garnet
13509,42.19,0.02,20.53,4.37,6.66,0.34,20.81,0,5.45,0,0,0,Garnet
13510,40.72,0.14,19.68,6.09,6.69,0.25,20.24,0,5.99,0,0,0,Garnet
13511,41.45,0.22,22.13,2.96,7.7,0.36,20.44,0,4.89,0,0,0,Garnet
13512,41.91,0.26,23.42,1.46,7.82,0.31,21.22,0,4.24,0,0,0,Garnet
13513,40.63,0.03,20.57,5.48,7.31,0.41,19.62,0,5.98,0,0,0,Garnet
13514,41.2,0.19,20.05,5.24,8.04,0.4,19.91,0,5.46,0,0,0,Garnet
13515,41.27,0.07,19.49,5.55,6.52,0.29,20.33,0,6.05,0,0,0,Garnet
13516,41.25,0.27,20.11,4.28,7.21,0.35,20,0,5.26,0,0,0,Garnet
13517,41.27,0.03,20.86,4.88,6.63,0.28,21.3,0,5.13,0,0,0,Garnet
13518,41.31,0.04,20.99,4.76,7.32,0.36,19.45,0,6.06,0,0,0,Garnet
13519,41.02,0.14,22.86,2.05,8.24,0.35,20.22,0,4.6,0,0,0,Garnet
13520,40.69,0.06,19.9,5.42,6.3,0.26,21.29,0,5.12,0,0,0,Garnet
13521,41,0.15,22.77,1.61,7.9,0.31,20.71,0,4.56,0,0,0,Garnet
13522,40.84,0.19,17.82,7.35,6.63,0.31,20.54,0,5.85,0,0,0,Garnet
13523,41.19,0.08,20.84,3.13,7.55,0.3,21.05,0,4.89,0,0,0,Garnet
13524,40.84,0.19,21.96,2.58,8.22,0.35,20.4,0,4.9,0,0,0,Garnet
13525,41.4,0.17,21.88,3.36,8.09,0.33,20.31,0,4.88,0,0,0,Garnet
13526,40.76,0.05,20.1,5.57,7.33,0.35,19.49,0,6.14,0,0,0,Garnet
13527,41.14,0.21,19.48,6.24,6.62,0.27,20.17,0,5.69,0,0,0,Garnet
13528,40.77,0.05,20.52,5.26,7.24,0.35,19.91,0,5.96,0,0,0,Garnet
13529,40.39,0.08,19.72,6.07,7.45,0.41,19.6,0,6.33,0,0,0,Garnet
13530,40.73,0.02,19.87,5.45,7.08,0.32,20.09,0,5.78,0,0,0,Garnet
13531,40.04,0.04,19.21,6.26,7.21,0.36,18.98,0,6.7,0,0,0,Garnet
