PointID,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,NiO,CaO,Na2O,K2O,P2O5,Mineral
13532,40.47,0.12,20.09,5.49,7.48,0.39,19.26,0,6.3,0,0,0,Garnet
13533,41.72,0.04,21.25,4.32,6.53,0.27,20.9,0,5.38,0,0,0,Garnet
13534,41.62,0.09,22.38,2.82,7.53,0.31,20.97,0,4.76,0,0,0,Garnet
13535,40.76,0.03,20.15,5.58,7.33,0.36,19.42,0,6.16,0,0,0,Garnet
13536,41.21,0.21,20.45,5.31,7,0.31,20.02,0,5.64,0,0,0,Garnet
13537,40.89,0.03,20.46,4.95,6.94,0.34,19.75,0,5.81,0,0,0,Garnet
13538,40.66,0.18,18.1,7.66,6.11,0.32,20.83,0,5.59,0,0,0,Garnet
13539,41.38,0.07,19.15,5.85,7.17,0.4,19.78,0,5.77,0,0,0,Garnet
13540,41.28,0.12,21.62,2.66,7.29,0.31,20.98,0,4.69,0,0,0,Garnet
13541,41.59,0.07,22.72,2.22,7.95,0.32,20.46,0,4.6,0,0,0,Garnet
13542,40.93,0.15,22.28,2.3,10.82,0.39,18.49,0,5.12,0,0,0,Garnet
13543,41.56,0.12,22.03,3.45,7.64,0.32,20.85,0,5.08,0,0,0,Garnet
13544,41.72,0.03,22.04,3.18,7.35,0.29,20.63,0,4.88,0,0,0,Garnet
13545,40.87,0.13,21.12,3.74,7.83,0.39,20.34,0,5,0,0,0,Garnet
13546,41.35,0.26,23.19,1.42,7.68,0.34,21.04,0,4.56,0,0,0,Garnet
13547,41.02,0.05,20.93,4.38,6.47,0.26,20.9,0,5.37,0,0,0,Garnet
13548,41.08,0.1,22.2,2.85,7.42,0.31,20.91,0,4.72,0,0,0,Garnet
13549,40.88,0.21,20.32,5.2,6.95,0.3,20.13,0,5.56,0,0,0,Garnet
13550,40.72,0.02,20.65,5.09,6.98,0.35,19.95,0,5.74,0,0,0,Garnet
13551,40.59,0.18,18.18,7.64,6.06,0.29,20.8,0,5.59,0,0,0,Garnet
13552,41.37,0.07,19.46,5.86,7.17,0.41,19.69,0,5.8,0,0,0,Garnet
13553,41.2,0.23,19.4,6.31,6.32,0.25,21.05,0,5.23,0,0,0,Garnet
13554,40.83,0.24,22.03,2.88,8.27,0.37,19.94,0,4.82,0,0,0,Garnet
13555,41.42,0.17,23.36,1.34,7.97,0.32,20.6,0,4.71,0,0,0,Garnet
13556,41.2,0.08,20.39,5.4,7.47,0.4,19.35,0,6.18,0,0,0,Garnet
13557,41.07,0.05,19.75,5.99,7.39,0.42,19.14,0,6.55,0,0,0,Garnet
13558,40.18,0.19,19.43,5.61,7.89,0.4,19.4,0,5.61,0,0,0,Garnet
13559,40.89,0.05,19.16,7.09,5.47,0.22,22.73,0,3.58,0,0,0,Garnet
13560,41.03,0.43,19.94,5.03,6.57,0.28,20.87,0,5.66,0,0,0,Garnet
13561,40.36,0.04,19.08,6.54,6.6,0.35,20.91,0,5.35,0,0,0,Garnet
13562,40.67,0.19,21.59,3.4,7.65,0.36,20.09,0,4.9,0,0,0,Garnet
13563,40.64,0.06,21.74,3.75,7.48,0.34,20.35,0,5.06,0,0,0,Garnet
13564,41.24,0.05,20.05,5.98,6.55,0.32,20.88,0,5.09,0,0,0,Garnet
13565,41.66,0.03,20.23,5.51,6.37,0.25,23.76,0,1.69,0,0,0,Garnet
13566,41.06,0.14,19.79,5.18,7.56,0.36,20.01,0,5.31,0,0,0,Garnet
13567,41.4,0.27,21.97,2.52,7.04,0.31,21.14,0,4.42,0,0,0,Garnet
13568,41.23,0.17,21.59,2.4,12.38,0.36,17.78,0,4.7,0,0,0,Garnet
13569,41.85,0.1,19.77,5.52,6.48,0.31,20.6,0,5.66,0,0,0,Garnet
13570,41.8,0.2,22.08,2.37,8.13,0.32,20.27,0,4.74,0,0,0,Garnet
13571,41.9,0.02,20.32,4.76,7.26,0.33,19.69,0,5.74,0,0,0,Garnet
13572,41.87,0.09,20.26,5.1,6.63,0.29,20.64,0,5.39,0,0,0,Garnet
13573,40.8,0.25,18.16,7.54,6.32,0.3,19.7,0,6.12,0,0,0,Garnet
13574,41.23,0.25,21.88,2.18,10.14,0.35,19.28,0,4.57,0,0,0,Garnet
13575,41.89,0.11,22.3,2.65,7.44,0.32,21.1,0,4.56,0,0,0,Garnet
13576,40.74,0.03,20.38,4.97,7.4,0.38,19.36,0,6.12,0,0,0,Garnet
13577,41.35,0.03,19.94,5.88,6.62,0.32,21.01,0,5,0,0,0,Garnet
13578,40.92,0.09,18.52,6.96,6.92,0.34,19.64,0,6.05,0,0,0,Garnet
13579,41.78,0.23,18.59,6.79,6.54,0.28,21.36,0,4.59,0,0,0,Garnet
13580,41.19,0.23,18.76,6.7,6.52,0.31,21.17,0,4.45,0,0,0,Garnet
13581,40.6,0.08,18.58,6.94,6.97,0.33,19.75,0,6.05,0,0,0,Garnet
13582,41.25,0.04,20.17,5.2,7.45,0.36,19.65,0,6.17,0,0,0,Garnet
13583,41.6,0.06,21.11,4.17,7.19,0.32,20.53,0,5.07,0,0,0,Garnet
13584,40.68,0.02,20.7,4.85,7.53,0.39,19.45,0,6.08,0,0,0,Garnet
13585,41.35,0.05,20.04,5.25,6.55,0.28,20.8,0,5,0,0,0,Garnet
13586,41.62,0.17,21.75,2.68,7.95,0.35,20.73,0,4.57,0,0,0,Garnet
13587,41.45,0.02,19.62,5.81,7.13,0.36,19.56,0,6.34,0,0,0,Garnet
13588,41.48,0.04,19.22,6.2,6.6,0.3,20.59,0,5.19,0,0,0,Garnet
13589,41.17,0.04,20.75,4.48,7.33,0.39,19.67,0,5.81,0,0,0,Garnet
13590,40.94,0.07,19.95,5.49,7.14,0.36,19.37,0,6.25,0,0,0,Garnet
13591,41.88,0.09,21.02,4.2,7.23,0.32,20.51,0,5.07,0,0,0,Garnet
13592,41.13,0.02,20.55,4.52,7.34,0.4,20.09,0,5.56,0,0,0,Garnet
13593,41.11,0.21,19.23,6.41,6.55,0.29,21.41,0,4.5,0,0,0,Garnet
13594,41.23,0.33,19.4,6.04,6.84,0.31,19.72,0,6.33,0,0,0,Garnet
13595,41.56,0.28,19.1,6.42,6.45,0.28,20.96,0,5.23,0,0,0,Garnet
13596,41.36,0.06,19.61,5.81,6.42,0.26,20.79,0,4.98,0,0,0,Garnet
13597,41.4,0.07,21.31,3.35,7.3,0.35,20.38,0,5.11,0,0,0,Garnet
13598,41.02,0.34,18.75,6.41,6.97,0.32,19.63,0,5.73,0,0,0,Garnet
13599,40.94,0.04,20.29,4.95,6.97,0.35,20.56,0,5.44,0,0,0,Garnet
13600,40.92,0.08,20.44,4.65,6.64,0.28,20.67,0,5.17,0,0,0,Garnet
13601,41.89,0.04,21.07,4.24,7.5,0.36,19.97,0,6,0,0,0,Garnet
13602,41.75,0.12,21.45,3.47,6.64,0.31,21.13,0,4.7,0,0,0,Garnet
13603,40.83,0.36,18.1,6.82,8.69,0.34,18.65,0,6.13,0,0,0,Garnet
13604,41.49,0.21,22.31,2.37,8.18,0.33,20.61,0,4.78,0,0,0,Garnet
13605,41.18,0.22,19.37,5.82,6.9,0.28,20.15,0,5.64,0,0,0,Garnet
13606,41.12,0.06,20.18,4.98,6.57,0.31,20.82,0,5.12,0,0,0,Garnet
13607,42.55,0.04,20.41,5.29,6.37,0.28,21.19,0,5.02,0,0,0,Garnet
13608,41.15,0.12,18.44,7.91,6.72,0.34,19.18,0,6.61,0,0,0,Garnet
13609,42.52,0.04,20.5,4.17,6.36,0.22,20.98,0,5.44,0,0,0,Garnet
13610,41.58,0.11,20.31,4.58,7.74,0.35,18.99,0,6.03,0,0,0,Garnet
13611,41.65,0.04,19.17,5.76,6.41,0.31,20.16,0,5.67,0,0,0,Garnet
13612,43.13,0.23,20.7,3.96,6.98,0.34,20.4,0,4.88,0,0,0,Garnet
13613,42.17,0.03,19.88,4.92,7.36,0.41,19.34,0,5.63,0,0,0,Garnet
13614,41.62,0.04,20.02,5.27,7.32,0.47,19.62,0,6.46,0,0,0,Garnet
13615,42.64,0.09,19.27,6.06,6.39,0.27,20.21,0,5.95,0,0,0,Garnet
13616,41.3,0.21,20.51,4.2,7.51,0.33,19.85,0,5.68,0,0,0,Garnet
13617,42.11,0.07,19.89,6.09,7.45,0.41,18.55,0,6.83,0,0,0,Garnet
13618,41.39,0,18.88,6.13,6.68,0.38,20.09,0,5.39,0,0,0,Garnet
13619,41.29,0.04,19.21,5.93,7.18,0.4,19.45,0,6.65,0,0,0,Garnet
13620,42.25,0.16,19.71,5.13,7.52,0.39,20.63,0,5.28,0,0,0,Garnet
13621,42.14,0.12,21.41,2.95,8.49,0.37,19.9,0,4.84,0,0,0,Garnet
13622,42.19,0.23,20.26,4.72,6.84,0.31,21.24,0,5.24,0,0,0,Garnet
13623,41.53,0.09,18.8,5.95,6.49,0.27,20.26,0,5.76,0,0,0,Garnet
13624,41.43,0.02,19.6,5.27,7.04,0.37,18.8,0,6.21,0,0,0,Garnet
13625,42.13,0.01,19.59,5.39,6.26,0.32,21.09,0,4.75,0,0,0,Garnet
13626,42.7,0.41,18.56,6.62,6.15,0.3,19.91,0,5.73,0,0,0,Garnet
13627,42.49,0.04,19.46,5.62,6.78,0.35,19.74,0,5.89,0,0,0,Garnet
13628,42.11,0.03,20.96,3.31,7.24,0.33,20.54,0,4.87,0,0,0,Garnet
13629,42.15,0.03,20.49,4.96,6.75,0.31,22.09,0,3.24,0,0,0,Garnet
13630,42.21,0.02,21.04,3.64,7.57,0.32,21.07,0,5.07,0,0,0,Garnet
13631,42.57,0.09,20.01,5.22,6.3,0.27,20.48,0,5.33,0,0,0,Garnet
13632,41.71,0.02,20.23,5.83,6.56,0.35,20.62,0,5.04,0,0,0,Garnet
13633,42.53,0.02,20.34,5.69,5.92,0.27,22.75,0,3.25,0,0,0,Garnet
13634,42.56,0.05,21.38,3.56,7.28,0.37,20.52,0,5.36,0,0,0,Garnet
13635,41.36,0.07,19.94,5.02,7.62,0.41,19.01,0,6.21,0,0,0,Garnet
13636,43.34,0.05,21.89,3.23,6.54,0.32,23.02,0,2.34,0,0,0,Garnet
13637,42.09,0.23,20.21,4.95,6.14,0.31,22.22,0,5.04,0,0,0,Garnet
13638,42.63,0.01,20.06,6.06,6.08,0.23,24.95,0,1.24,0,0,0,Garnet
13639,41.03,0.05,20.99,4.03,7.12,0.34,20.32,0,5.16,0,0,0,Garnet
13640,42.05,0.03,19.96,5.48,7.26,0.43,18.73,0,6.34,0,0,0,Garnet
13641,43.23,0.07,21.24,3.78,6.7,0.35,21.17,0,4.82,0,0,0,Garnet
13642,41.47,0.08,20.06,5.69,6.22,0.33,22.84,0,3.48,0,0,0,Garnet
13643,43.01,0.04,20.9,4.01,6.48,0.25,20.26,0,5.27,0,0,0,Garnet
13644,41.85,0.1,20.96,3.27,7.84,0.35,19.92,0,5.01,0,0,0,Garnet
13645,43.44,0.06,21.57,2.98,7.55,0.42,20.27,0,5.1,0,0,0,Garnet
13646,42.87,0.27,20.95,3.5,7.69,0.37,19.99,0,4.84,0,0,0,Garnet
13647,42.37,0.04,19.82,5.37,6.51,0.26,20.62,0,5.72,0,0,0,Garnet
13648,42.14,0.19,19.41,5.68,7.33,0.34,19.59,0,5.5,0,0,0,Garnet
13649,41.59,0.11,17.69,7.09,6.8,0.29,19.3,0,6.44,0,0,0,Garnet
13650,42.56,0.05,21.12,3.68,7.34,0.31,20.9,0,5.15,0,0,0,Garnet
13651,42.41,0.07,20.73,4.2,7.2,0.41,20.46,0,5.25,0,0,0,Garnet
13652,42.88,0.08,20.7,4.24,7.2,0.35,20.7,0,5.2,0,0,0,Garnet
13653,42,0.08,20.38,5.36,6.62,0.33,20.4,0,5.56,0,0,0,Garnet
13654,42.11,0.14,20.17,4.96,7.01,0.25,20.53,0,5.4,0,0,0,Garnet
13655,42.15,0.03,19.4,6.06,7.3,0.44,18.77,0,6.44,0,0,0,Garnet
13656,42.54,0.2,19.64,5.67,6.57,0.29,20.83,0,5.28,0,0,0,Garnet
13657,41.03,0.43,19.94,5.03,6.57,0.28,20.87,0,5.66,0,0,0,Garnet
13658,43.01,0.04,20.9,4.01,6.48,0.25,20.26,0,5.27,0,0,0,Garnet
13659,41.3,0.21,20.51,4.2,7.51,0.33,19.85,0,5.68,0,0,0,Garnet
13660,41.27,0.03,20.86,4.88,6.63,0.28,21.3,0,5.13,0,0,0,Garnet
13661,42,0.08,20.38,5.36,6.62,0.33,20.4,0,5.56,0,0,0,Garnet
13662,42.11,0.14,20.17,4.96,7.01,0.25,20.53,0,5.4,0,0,0,Garnet
13663,41.65,0.04,19.17,5.76,6.41,0.31,20.16,0,5.67,0,0,0,Garnet
13664,41.53,0.09,18.8,5.95,6.49,0.27,20.26,0,5.76,0,0,0,Garnet
13665,42.57,0.09,20.01,5.22,6.3,0.27,20.48,0,5.33,0,0,0,Garnet
13666,42.7,0.41,18.56,6.62,6.15,0.3,19.91,0,5.73,0,0,0,Garnet
13667,40.72,0.14,19.68,6.09,6.69,0.25,20.24,0,5.99,0,0,0,Garnet
13668,41.28,0.12,21.62,2.66,7.29,0.31,20.98,0,4.69,0,0,0,Garnet
13669,42.53,0.02,20.34,5.69,5.92,0.27,22.75,0,3.25,0,0,0,Garnet
13670,41,0.15,22.77,1.61,7.9,0.31,20.71,0,4.56,0,0,0,Garnet
13671,41,0.23,21,3.96,8.04,0.35,19.89,0,5.49,0,0,0,Garnet
13672,41.21,0.21,20.45,5.31,7,0.31,20.02,0,5.64,0,0,0,Garnet
13673,41.19,0.08,20.84,3.13,7.55,0.3,21.05,0,4.89,0,0,0,Garnet
13674,41.59,0.07,22.72,2.22,7.95,0.32,20.46,0,4.6,0,0,0,Garnet
13675,41.56,0.12,22.03,3.45,7.64,0.32,20.85,0,5.08,0,0,0,Garnet
13676,42.55,0.04,20.41,5.29,6.37,0.28,21.19,0,5.02,0,0,0,Garnet
13677,41.72,0.03,22.04,3.18,7.35,0.29,20.63,0,4.88,0,0,0,Garnet
13678,42.64,0.09,19.27,6.06,6.39,0.27,20.21,0,5.95,0,0,0,Garnet
13679,42.13,0.01,19.59,5.39,6.26,0.32,21.09,0,4.75,0,0,0,Garnet
13680,41.47,0.08,20.06,5.69,6.22,0.33,22.84,0,3.48,0,0,0,Garnet
13681,42.09,0.23,20.21,4.95,6.14,0.31,22.22,0,5.04,0,0,0,Garnet
13682,42.63,0.01,20.06,6.06,6.08,0.23,24.95,0,1.24,0,0,0,Garnet
13683,43.23,0.07,21.24,3.78,6.7,0.35,21.17,0,4.82,0,0,0,Garnet
13684,40.84,0.19,17.82,7.35,6.63,0.31,20.54,0,5.85,0,0,0,Garnet
13685,41.43,0.02,19.6,5.27,7.04,0.37,18.8,0,6.21,0,0,0,Garnet
13686,40.36,0.04,19.08,6.54,6.6,0.35,20.91,0,5.35,0,0,0,Garnet
13687,42.54,0.2,19.64,5.67,6.57,0.29,20.83,0,5.28,0,0,0,Garnet
13688,40.67,0.19,21.59,3.4,7.65,0.36,20.09,0,4.9,0,0,0,Garnet
13689,40.76,0.03,20.15,5.58,7.33,0.36,19.42,0,6.16,0,0,0,Garnet
13690,40.64,0.06,21.74,3.75,7.48,0.34,20.35,0,5.06,0,0,0,Garnet
13691,42.49,0.04,19.46,5.62,6.78,0.35,19.74,0,5.89,0,0,0,Garnet
13692,40.84,0.19,21.96,2.58,8.22,0.35,20.4,0,4.9,0,0,0,Garnet
13693,42.41,0.07,20.73,4.2,7.2,0.41,20.46,0,5.25,0,0,0,Garnet
13694,41.03,0.05,20.99,4.03,7.12,0.34,20.32,0,5.16,0,0,0,Garnet
13695,40.47,0.12,20.09,5.49,7.48,0.39,19.26,0,6.3,0,0,0,Garnet
13696,41.85,0.1,20.96,3.27,7.84,0.35,19.92,0,5.01,0,0,0,Garnet
13697,42.56,0.05,21.12,3.68,7.34,0.31,20.9,0,5.15,0,0,0,Garnet
13698,43.13,0.23,20.7,3.96,6.98,0.34,20.4,0,4.88,0,0,0,Garnet
13699,41.39,0,18.88,6.13,6.68,0.38,20.09,0,5.39,0,0,0,Garnet
13700,42.52,0.04,20.5,4.17,6.36,0.22,20.98,0,5.44,0,0,0,Garnet
13701,40.72,0.02,20.65,5.09,6.98,0.35,19.95,0,5.74,0,0,0,Garnet
13702,40.18,0.19,19.43,5.61,7.89,0.4,19.4,0,5.61,0,0,0,Garnet
13703,42.88,0.08,20.7,4.24,7.2,0.35,20.7,0,5.2,0,0,0,Garnet
13704,42.15,0.03,20.49,4.96,6.75,0.31,22.09,0,3.24,0,0,0,Garnet
13705,41.02,0.14,22.86,2.05,8.24,0.35,20.22,0,4.6,0,0,0,Garnet
13706,42.21,0.02,21.04,3.64,7.57,0.32,21.07,0,5.07,0,0,0,Garnet
13707,42.19,0.23,20.26,4.72,6.84,0.31,21.24,0,5.24,0,0,0,Garnet
13708,40.83,0.24,22.03,2.88,8.27,0.37,19.94,0,4.82,0,0,0,Garnet
13709,42.14,0.12,21.41,2.95,8.49,0.37,19.9,0,4.84,0,0,0,Garnet
13710,42.87,0.27,20.95,3.5,7.69,0.37,19.99,0,4.84,0,0,0,Garnet
13711,42.37,0.04,19.82,5.37,6.51,0.26,20.62,0,5.72,0,0,0,Garnet
13712,41.4,0.17,21.88,3.36,8.09,0.33,20.31,0,4.88,0,0,0,Garnet
13713,41.15,0.12,18.44,7.91,6.72,0.34,19.18,0,6.61,0,0,0,Garnet
13714,41.38,0.07,19.15,5.85,7.17,0.4,19.78,0,5.77,0,0,0,Garnet
13715,41.59,0.11,17.69,7.09,6.8,0.29,19.3,0,6.44,0,0,0,Garnet
13716,43.34,0.05,21.89,3.23,6.54,0.32,23.02,0,2.34,0,0,0,Garnet
13717,42.14,0.19,19.41,5.68,7.33,0.34,19.59,0,5.5,0,0,0,Garnet
13718,40.89,0.03,20.46,4.95,6.94,0.34,19.75,0,5.81,0,0,0,Garnet
13719,42.56,0.05,21.38,3.56,7.28,0.37,20.52,0,5.36,0,0,0,Garnet
13720,41.37,0.07,19.46,5.86,7.17,0.41,19.69,0,5.8,0,0,0,Garnet
13721,41.2,0.08,20.39,5.4,7.47,0.4,19.35,0,6.18,0,0,0,Garnet
13722,41.14,0.21,19.48,6.24,6.62,0.27,20.17,0,5.69,0,0,0,Garnet
13723,41.07,0.05,19.75,5.99,7.39,0.42,19.14,0,6.55,0,0,0,Garnet
13724,41.31,0.04,20.99,4.76,7.32,0.36,19.45,0,6.06,0,0,0,Garnet
13725,40.76,0.05,20.1,5.57,7.33,0.35,19.49,0,6.14,0,0,0,Garnet
13726,43.44,0.06,21.57,2.98,7.55,0.42,20.27,0,5.1,0,0,0,Garnet
13727,40.04,0.04,19.21,6.26,7.21,0.36,18.98,0,6.7,0,0,0,Garnet
13728,41.72,0.04,21.25,4.32,6.53,0.27,20.9,0,5.38,0,0,0,Garnet
13729,40.8,0.03,20.16,5.7,7.36,0.35,19.11,0,6.21,0,0,0,Garnet
13730,40.77,0.05,20.52,5.26,7.24,0.35,19.91,0,5.96,0,0,0,Garnet
13731,41.29,0.04,19.21,5.93,7.18,0.4,19.45,0,6.65,0,0,0,Garnet
13732,41.34,0.03,20.9,4.9,7.51,0.36,19.79,0,6.25,0,0,0,Garnet
13733,41.27,0.07,19.49,5.55,6.52,0.29,20.33,0,6.05,0,0,0,Garnet
13734,41.04,0.1,18.86,7.21,6.31,0.25,20.2,0,5.89,0,0,0,Garnet
13735,42.17,0.03,19.88,4.92,7.36,0.41,19.34,0,5.63,0,0,0,Garnet
13736,42.15,0.03,19.4,6.06,7.3,0.44,18.77,0,6.44,0,0,0,Garnet
13737,41.36,0.07,19.94,5.02,7.62,0.41,19.01,0,6.21,0,0,0,Garnet
13738,41.58,0.11,20.31,4.58,7.74,0.35,18.99,0,6.03,0,0,0,Garnet
13739,42.05,0.03,19.96,5.48,7.26,0.43,18.73,0,6.34,0,0,0,Garnet
13740,41.62,0.04,20.02,5.27,7.32,0.47,19.62,0,6.46,0,0,0,Garnet
13741,42.11,0.07,19.89,6.09,7.45,0.41,18.55,0,6.83,0,0,0,Garnet
13742,41.62,0.09,22.38,2.82,7.53,0.31,20.97,0,4.76,0,0,0,Garnet
13743,41.02,0.05,20.93,4.38,6.47,0.26,20.9,0,5.37,0,0,0,Garnet
13744,42.08,0.05,19.64,5.34,6.7,0.24,20.93,0,6.08,0,0,0,Garnet
13745,41.91,0.04,22.69,2.91,7.37,0.31,19.98,0,4.69,0,0,0,Garnet
13746,41.18,0.04,19.26,6.39,7.06,0.38,19.78,0,5.77,0,0,0,Garnet
13747,41.55,0.07,22.97,2.72,8.15,0.34,20.07,0,4.75,0,0,0,Garnet
13748,41.97,0.08,22.42,3.27,7.79,0.31,19.85,0,4.99,0,0,0,Garnet
13749,42.11,0.15,22.75,3,7.34,0.29,19.78,0,5.38,0,0,0,Garnet
13750,41.67,0.08,22.79,2.79,8.53,0.35,20.13,0,5.02,0,0,0,Garnet
13751,41.43,0.09,22.16,2.83,8.29,0.35,18.95,0,4.77,0,0,0,Garnet
13752,40.99,0.14,19.12,6.36,6.39,0.29,21.04,0,5.45,0,0,0,Garnet
13753,41.76,0.02,20.29,5.47,6.94,0.34,19.68,0,6.27,0,0,0,Garnet
13754,41.78,0.21,22.89,2.76,6.93,0.25,20.81,0,4.72,0,0,0,Garnet
13755,42.3,0.05,22.58,3.07,7.62,0.31,20.4,0,4.92,0,0,0,Garnet
13756,41.46,0.28,19.59,5.73,6.32,0.23,20.97,0,5.63,0,0,0,Garnet
13757,42.22,0.06,21.06,3.1,7.83,0.3,20.53,0,5.02,0,0,0,Garnet
13758,41.15,0.01,20.49,6.04,7.07,0.38,18.13,0,6.44,0,0,0,Garnet
13759,42.15,0.02,21.69,3.52,7.59,0.32,20.61,0,4.84,0,0,0,Garnet
13760,41.81,0.06,18.63,6.15,6.57,0.25,21.23,0,5.42,0,0,0,Garnet
13761,40.15,0,17.02,4.65,7,0.32,21.42,0,5.95,0,0,0,Garnet
13762,41.73,0.04,22.03,3.6,7.84,0.33,19.4,0,4.89,0,0,0,Garnet
13763,41.63,0.1,22.33,3.19,7.91,0.34,19.32,0,4.93,0,0,0,Garnet
13764,41.45,0.05,19.31,6.16,6.67,0.26,20.19,0,5.47,0,0,0,Garnet
13765,40.97,0.11,21.14,4.05,8.51,0.37,19.99,0,5.31,0,0,0,Garnet
13766,42.49,0.04,21.41,3.65,7.69,0.33,20.03,0,4.99,0,0,0,Garnet
13767,41.41,0.05,21.73,3.63,7.92,0.36,19.6,0,4.92,0,0,0,Garnet
13768,41.79,0.17,19.91,5.55,6.5,0.26,20.52,0,5.65,0,0,0,Garnet
13769,42.01,0.03,22.53,3.64,7.64,0.35,19.62,0,4.95,0,0,0,Garnet
13770,41.35,0.06,19.94,2.59,8.02,0.35,21.97,0,4.7,0,0,0,Garnet
13771,42.34,0.08,23.08,2.73,8.11,0.38,19.74,0,4.79,0,0,0,Garnet
13772,41.73,0.03,21.99,3.79,7.82,0.32,20.61,0,5.21,0,0,0,Garnet
13773,41.4,0.12,21.41,2.6,8.77,0.35,19.79,0,5.04,0,0,0,Garnet
13774,42.1,0.05,21.25,4.25,6.94,0.24,19.86,0,5.49,0,0,0,Garnet
13775,40.84,0.03,19.24,3.52,7.73,0.32,21.87,0,5.12,0,0,0,Garnet
13776,41.57,0.08,21.9,3.11,7.74,0.31,19.97,0,5.02,0,0,0,Garnet
13777,42.21,0.13,20.78,3.85,7.01,0.29,20.25,0,5.15,0,0,0,Garnet
13778,40.97,0.03,20.57,5.44,6.87,0.31,19.82,0,6.06,0,0,0,Garnet
13779,42.19,0.04,21.11,3.63,7.85,0.33,19.73,0,5.03,0,0,0,Garnet
13780,41.68,0.09,21.41,3.13,7.82,0.28,19.75,0,4.97,0,0,0,Garnet
13781,41.72,0.06,21.05,3.7,7.82,0.32,20.12,0,5.14,0,0,0,Garnet
13782,41.04,0.01,19.95,5.12,7.16,0.36,19.73,0,6.15,0,0,0,Garnet
13783,41.92,0.07,21.47,3.58,7.75,0.33,19.59,0,5.17,0,0,0,Garnet
13784,42.08,0,19.58,4.72,6.85,0.23,21.21,0,5.34,0,0,0,Garnet
13785,41.44,0.07,18.87,5.44,7.38,0.33,19.69,0,5.96,0,0,0,Garnet
13786,40.91,0.06,19.41,6.15,6.55,0.25,20.74,0,5.64,0,0,0,Garnet
13787,41.71,0.15,21.63,2.9,8.99,0.37,19.98,0,4.93,0,0,0,Garnet
13788,41.71,0.02,20.84,4.17,7.32,0.35,19.82,0,5.5,0,0,0,Garnet
13789,42.26,0,20.26,4.81,7.31,0.33,19.99,0,5.84,0,0,0,Garnet
13790,42.15,0.12,21.97,2.67,8.49,0.34,20.23,0,4.79,0,0,0,Garnet
13791,41.55,0.09,19.87,4.96,6.76,0.29,20.35,0,5.25,0,0,0,Garnet
13792,41.94,0.02,19.49,5.45,7.17,0.38,19.4,0,6.04,0,0,0,Garnet
13793,42.5,0.1,20.67,4.26,7.53,0.35,20.34,0,4.97,0,0,0,Garnet
13794,42.36,0.18,21.57,2.64,6.99,0.22,21.45,0,4.7,0,0,0,Garnet
13795,42.24,0.03,20.91,3.91,7.67,0.35,20.22,0,5.42,0,0,0,Garnet
13796,41.7,0.09,20.11,5.15,6.63,0.24,20.98,0,5.62,0,0,0,Garnet
13797,41.76,0.12,22.06,3.05,8.92,0.36,19.07,0,4.84,0,0,0,Garnet
13798,41,0.01,19.26,5.25,7.17,0.32,19.16,0,5.88,0,0,0,Garnet
13799,41.78,0.07,19.34,5.61,7.56,0.34,19.17,0,5.88,0,0,0,Garnet
13800,41.69,0.03,20.86,3.74,7.95,0.33,19.65,0,5.06,0,0,0,Garnet
13801,41.4,0.04,18.41,6.93,6.98,0.36,19.37,0,6.41,0,0,0,Garnet
13802,42.37,0.05,21.35,3.57,7.84,0.33,20.69,0,5.02,0,0,0,Garnet
13803,41.8,0.13,22.18,1.83,8.03,0.27,21.04,0,4.77,0,0,0,Garnet
13804,41.09,0.07,19.84,4.19,7.07,0.28,20.42,0,5.37,0,0,0,Garnet
13805,41.79,0.04,19.47,5.52,7.08,0.32,18.81,0,6.38,0,0,0,Garnet
13806,41.98,0.19,21.74,2.67,7.01,0.24,20.47,0,4.63,0,0,0,Garnet
13807,42.53,0.1,21.19,3.12,7.99,0.34,20.04,0,4.99,0,0,0,Garnet
13808,42.23,0.01,20.12,4.78,7.15,0.35,19.87,0,5.89,0,0,0,Garnet
13809,41.81,0.14,21.37,3.2,8.37,0.3,19.63,0,5.21,0,0,0,Garnet
13810,42.09,0.03,19.59,5.54,7.08,0.36,19.51,0,6.3,0,0,0,Garnet
13811,41.94,0.05,21.53,3.09,7.81,0.33,20.87,0,4.88,0,0,0,Garnet
13812,41.14,0.09,18.59,6.07,6.54,0.26,21.37,0,5.53,0,0,0,Garnet
13813,42.3,0.14,21.24,3.26,7.87,0.33,20.24,0,5.02,0,0,0,Garnet
13814,42.05,0.02,19.7,5.6,7.5,0.39,19.45,0,6.11,0,0,0,Garnet
13815,42.38,0.16,21.69,2.69,7.09,0.26,21.1,0,4.54,0,0,0,Garnet
13816,42.73,0.08,22.56,2.12,8.21,0.31,20.62,0,4.5,0,0,0,Garnet
13817,41.84,0.06,21.13,3.74,8.01,0.35,19.87,0,5.03,0,0,0,Garnet
13818,41.65,0.03,21.3,3.51,7.71,0.33,20.44,0,4.85,0,0,0,Garnet
13819,42.02,0.05,22.13,2.67,8.01,0.33,20.63,0,4.81,0,0,0,Garnet
13820,42.15,0.09,22.05,3.24,7.69,0.31,20.22,0,4.99,0,0,0,Garnet
13821,41.57,0.09,21.58,2.5,8.26,0.32,21.13,0,4.97,0,0,0,Garnet
13822,41.6,0.11,21.43,3.39,7.69,0.35,20.63,0,5.01,0,0,0,Garnet
