PointID,Al2O3,BaO,CO2,CaO,Cr2O3,Fe2O3,FeO,K2O,MgO,MnO,Na2O,NiO,P2O5,SO3,SiO2,SrO,TiO2,F,Cl,Mineral
P00210,12.6,0,0,10.8,0,0,11.2,0.29,15.8,0.1,2.44,0,0,0,44.7,0,2.11,0,0,Amphibole
P00211,13.3,0,0,10.9,0,0,13,0.26,14.5,0.09,2.36,0,0,0,43.7,0,2.09,0,0,Amphibole
P00212,12.5,0,0,11.2,0,0,14,0.28,13.9,0.18,2.23,0,0,0,43.3,0,2.14,0,0,Amphibole
P00213,12.5,0,0,10.8,0,0,11,0.34,15.8,0.11,2.42,0,0,0,45,0,1.85,0,0,Amphibole
P00214,9.8,0,0,10.9,0,0,15,0.28,14.2,0.24,2.16,0,0,0,45.6,0,2.03,0,0,Amphibole
P00215,13.1,0,0,11,0,0,11.5,0.33,15.3,0.13,2.4,0,0,0,44.3,0,2.05,0,0,Amphibole
P00216,9.7,0,0,11,0,0,14.5,0.26,14.3,0.2,2.11,0,0,0,45.5,0,2.01,0,0,Amphibole
P00217,10.9,0,0,10.9,0,0,14.2,0.26,14.3,0.18,2.15,0,0,0,44.9,0,1.98,0,0,Amphibole
P00218,12.6,0,0,10.4,0,0,14.6,0.28,13.6,0.15,2.4,0,0,0,43.5,0,2.31,0,0,Amphibole
P00219,13.1,0,0,10.6,0,0,14.9,0.34,13,0.17,2.49,0,0,0,43.1,0,2.4,0,0,Amphibole
P00220,13.1,0,0,10.8,0,0,13.2,0.28,14.3,0.18,2.54,0,0,0,43.5,0,2.15,0,0,Amphibole
P00221,11.8,0,0,10.8,0,0,14.7,0.3,13.9,0.22,2.21,0,0,0,43.8,0,1.96,0,0,Amphibole
P00222,12.4,0,0,11.2,0,0,14.1,0.3,14,0.18,2.31,0,0,0,43.7,0,2.06,0,0,Amphibole
P00223,12.8,0,0,11,0,0,10.9,0.3,15.7,0.12,2.47,0,0,0,44.7,0,2.1,0,0,Amphibole
P00224,9.6,0,0,11,0,0,14.5,0.27,14.5,0.24,1.94,0,0,0,46,0,1.97,0,0,Amphibole
P00225,13.6,0,0,11.1,0,0,14.5,0.31,13.1,0.2,2.48,0,0,0,42.4,0,2.22,0,0,Amphibole
P00226,12.7,0,0,11,0,0,15,0.43,13.4,0.22,2.3,0,0,0,43,0,1.85,0,0,Amphibole
P00227,12.6,0,0,10.8,0,0,11.4,0.26,15.6,0.09,2.36,0,0,0,44.2,0,2.05,0,0,Amphibole
P00228,10,0,0,10.9,0,0,14.8,0.25,14.3,0.24,2.09,0,0,0,45.9,0,1.96,0,0,Amphibole
P00229,9.1,0,0,10.8,0,0,14.8,0.3,14.5,0.28,1.91,0,0,0,46.3,0,1.71,0,0,Amphibole
P00230,9.9,0,0,11,0,0,14.7,0.36,14.1,0.21,2.05,0,0,0,45.7,0,2.17,0,0,Amphibole
P00231,13,0,0,10.7,0,0,12.1,0.25,15,0.11,2.55,0,0,0,43.8,0,2.24,0,0,Amphibole
P00232,13.3,0,0,11.2,0,0,13.2,0.28,13.9,0.15,2.4,0,0,0,43.5,0,2.17,0,0,Amphibole
P00233,12.8,0,0,11,0,0,10.9,0.3,15.4,0.11,2.57,0,0,0,44.2,0,2.17,0,0,Amphibole
P00234,9.2,0,0,10.9,0,0,15.1,0.35,13.7,0.2,1.94,0,0,0,46.2,0,2.01,0,0,Amphibole
P00235,9.1,0,0,10.8,0,0,15.3,0.36,13.6,0.23,2.05,0,0,0,46,0,1.94,0,0,Amphibole
P00236,11.4,0,0,11.1,0,0,12.8,0.24,14.7,0.17,2.47,0,0,0,44.6,0,2.44,0,0,Amphibole
P00237,11.6,0,0,10.9,0,0,16.1,0.24,12.2,0.2,2.23,0,0,0,43.8,0,2.41,0,0,Amphibole
P00238,9.5,0,0,10.5,0,0,17.9,0.37,12,0.21,1.99,0,0,0,45.4,0,1.96,0,0,Amphibole
P00239,8.6,0,0,10.6,0,0,15,0.44,14.1,0.35,1.57,0,0,0,47.2,0,1.21,0,0,Amphibole
P00240,11.6,0,0,10.8,0,0,14.7,0.29,13.5,0.21,2.36,0,0,0,44,0,1.9,0,0,Amphibole
P00241,12.4,0,0,10.9,0,0,10.9,0.28,15.1,0.1,2.34,0,0,0,44.9,0,2.1,0,0,Amphibole
P00242,12.8,0,0,11.1,0,0,13.7,0.26,13.4,0.1,2.5,0,0,0,43.4,0,2.28,0,0,Amphibole
P00243,12.8,0,0,11,0,0,11.7,0.27,14.8,0.15,2.17,0,0,0,44.1,0,1.68,0,0,Amphibole
P00244,12.1,0,0,10.9,0,0,14.2,0.27,13.7,0.22,2.21,0,0,0,43.4,0,2.01,0,0,Amphibole
P00245,11.9,0,0,11.1,0,0,12.8,0.28,14.4,0.16,2.41,0,0,0,43.6,0,2.32,0,0,Amphibole
P00246,11.5,0,0,11.1,0,0,12.5,0.28,14.6,0.1,2.33,0,0,0,44.8,0,2.34,0,0,Amphibole
P00247,10.7,0,0,10.6,0,0,15.3,0.35,13.5,0.24,2.22,0,0,0,44.9,0,2.01,0,0,Amphibole
P00248,11.1,0,0,10.8,0,0,14.7,0.27,13.2,0.17,2.37,0,0,0,43.3,0,2.67,0,0,Amphibole
P00249,10.9,0,0,10.8,0,0,14,0.31,13.5,0.16,2.28,0,0,0,44.2,0,2.8,0,0,Amphibole
P00250,11.3,0,0,10.8,0,0,14.7,0.32,13,0.16,2.31,0,0,0,43,0,2.74,0,0,Amphibole
P00251,11.1,0,0,11,0,0,13.8,0.31,13.6,0.17,2.33,0,0,0,42.8,0,2.94,0,0,Amphibole
P00252,11.1,0,0,10.8,0,0,14.4,0.28,13.5,0.21,2.33,0,0,0,43,0,2.82,0,0,Amphibole
P00253,11,0,0,10.8,0,0,15.4,0.32,12.7,0.23,2.31,0,0,0,42.7,0,2.54,0,0,Amphibole
P00254,11.5,0,0,11,0,0,13.5,0.51,13.8,0.16,2.46,0,0,0,44.7,0,2.6,0,0,Amphibole
P00255,11.5,0,0,11,0,0,13.9,0.48,13.6,0.17,2.26,0,0,0,43.3,0,2.63,0,0,Amphibole
P00256,11.9,0,0,11.3,0,0,11.4,0.3,15.3,0.12,2.49,0,0,0,43.5,0,2.45,0,0,Amphibole
P00257,11.6,0,0,10.8,0,0,14.5,0.27,13.7,0.27,2.31,0,0,0,44,0,1.81,0,0,Amphibole
P00258,10.4,0,0,10.8,0,0,13.6,0.46,13.5,0.16,2.34,0,0,0,43.9,0,2.66,0,0,Amphibole
P00259,10.6,0,0,10.9,0,0,13.5,0.28,13.9,0.18,2.41,0,0,0,44.9,0,2.56,0,0,Amphibole
P00260,10.6,0,0,11,0,0,13.6,0.29,13.9,0.15,2.4,0,0,0,44.3,0,2.52,0,0,Amphibole
P00261,10.6,0,0,10.9,0,0,13.6,0.3,13.8,0.19,2.34,0,0,0,44.4,0,2.6,0,0,Amphibole
P00262,10.3,0,0,10.9,0,0,13.5,0.3,14.1,0.18,2.36,0,0,0,45.1,0,2.4,0,0,Amphibole
P00263,11.2,0,0,10.4,0,0,15.2,0.3,13.3,0.25,2.3,0,0,0,43.2,0,2.38,0,0,Amphibole
P00264,11.1,0,0,10.5,0,0,14.9,0.24,13.1,0.24,2.52,0,0,0,43.3,0,2.43,0,0,Amphibole
P00265,9.4,0,0,10.7,0,0,13.8,0.29,14.1,0.18,2,0,0,0,45.2,0,2.06,0,0,Amphibole
P00266,11.9,0,0,11,0,0,13.8,0.26,13.3,0.18,2.34,0,0,0,42.6,0,1.94,0,0,Amphibole
P00267,11.5,0,0,10.7,0,0,14.5,0.15,13.2,0.23,2.3,0,0,0,42.9,0,2.28,0,0,Amphibole
P00268,12.6,0,0,10.8,0,0,10.7,0.26,15.1,0.1,2.4,0,0,0,43.4,0,2.15,0,0,Amphibole
P00269,11.8,0,0,11.1,0,0,13.8,0.19,13.2,0.21,2.45,0,0,0,42.2,0,2.45,0,0,Amphibole
P00270,11.8,0,0,11,0,0,14.1,0.19,12.9,0.2,2.33,0,0,0,42.8,0,2.46,0,0,Amphibole
P00271,9.3,0,0,10.7,0,0,13.8,0.27,13.9,0.21,1.95,0,0,0,45.9,0,1.88,0,0,Amphibole
P00272,12.6,0,0,10.7,0,0,11.1,0.27,15.2,0.09,2.24,0,0,0,44.2,0,2.03,0,0,Amphibole
P00273,12.8,0,0,11,0,0,11.9,0.29,14.3,0.14,2.26,0,0,0,43,0,2.14,0,0,Amphibole
P00274,10.4,0,0,10.7,0,0,13.8,0.31,13.8,0.17,2.11,0,0,0,44.5,0,2.02,0,0,Amphibole
P00275,11.1,0,0,10.7,0,0,13.2,0.3,13.9,0.17,2.19,0,0,0,44.6,0,2.04,0,0,Amphibole
P00276,9.6,0,0,10.7,0,0,13.5,0.28,14.3,0.19,1.99,0,0,0,45.2,0,1.79,0,0,Amphibole
P00277,9.4,0,0,10.8,0,0,13.2,0.3,14.3,0.21,1.96,0,0,0,45.6,0,1.92,0,0,Amphibole
P00278,11.1,0,0,10.8,0,0,13.8,0.27,14.1,0.16,2.22,0,0,0,44.2,0,1.85,0,0,Amphibole
P00279,11.1,0,0,10.8,0,0,13.3,0.33,14.5,0.15,2.14,0,0,0,45.1,0,1.88,0,0,Amphibole
P00280,9.7,0,0,10.7,0,0,13.5,0.29,14.7,0.18,2.05,0,0,0,45.8,0,1.86,0,0,Amphibole
P00281,9.2,0,0,10.7,0,0,14.2,0.3,14.3,0.2,1.92,0,0,0,46.2,0,1.83,0,0,Amphibole
P00282,12.2,0,0,10.7,0,0,13.3,0.27,14,0.17,2.23,0,0,0,43.8,0,1.87,0,0,Amphibole
P00283,9.6,0,0,10.8,0,0,13.8,0.29,14.4,0.19,2.02,0,0,0,45.7,0,1.95,0,0,Amphibole
P00284,10,0,0,10.6,0,0,15.4,0.29,13.4,0.25,2.06,0,0,0,44.8,0,1.97,0,0,Amphibole
P00285,9.7,0,0,10.9,0,0,14.1,0.23,14.2,0.21,2.03,0,0,0,45,0,2.06,0,0,Amphibole
P00286,13.2,0,0,10.8,0,0,12.1,0.32,14.6,0.17,2.3,0,0,0,43.3,0,2,0,0,Amphibole
P00287,12.6,0,0,10.9,0,0,10.9,0.29,15.5,0.1,2.43,0,0,0,43.8,0,1.99,0,0,Amphibole
P00288,9.7,0,0,10.6,0,0,14.8,0.28,14.4,0.23,2.1,0,0,0,46.2,0,1.63,0,0,Amphibole
P00289,10.2,0,0,10.8,0,0,14.3,0.26,14,0.17,2.06,0,0,0,44.7,0,2.06,0,0,Amphibole
P00290,9.4,0,0,10.8,0,0,13.8,0.28,14.4,0.21,1.93,0,0,0,46,0,1.9,0,0,Amphibole
P00291,12.9,0,0,11.1,0,0,14.6,0.32,13,0.19,2.4,0,0,0,43.6,0,2.06,0,0,Amphibole
P00292,12,0,0,11.1,0,0,12.6,0.25,14.8,0.15,2.36,0,0,0,44.3,0,2.13,0,0,Amphibole
P00293,11.6,0,0,11,0,0,13.6,0.2,14,0.17,2.2,0,0,0,44.4,0,1.91,0,0,Amphibole
P00294,10.7,0,0,11.1,0,0,14.2,0.37,13.8,0.19,2.13,0,0,0,44.2,0,2.06,0,0,Amphibole
P00295,10.2,0,0,10.9,0,0,14.3,0.29,14,0.26,2.11,0,0,0,45.1,0,2,0,0,Amphibole
P00296,12.7,0,0,11,0,0,12.7,0.31,14.1,0.17,2.34,0,0,0,43.3,0,2.17,0,0,Amphibole
P00297,13.4,0,0,11,0,0,13.6,0.35,13.3,0.15,2.33,0,0,0,42.9,0,2.07,0,0,Amphibole
P00298,9.7,0,0,10.8,0,0,14.3,0.27,14.1,0.23,2.08,0,0,0,45.7,0,2.01,0,0,Amphibole
P00299,13,0,0,10.9,0,0,12.6,0.28,14.7,0.16,2.39,0,0,0,43.2,0,2.09,0,0,Amphibole
P00300,10,0,0,11,0,0,14.9,0.29,14.1,0.21,2.17,0,0,0,45.1,0,2.12,0,0,Amphibole
P00301,9.6,0,0,11,0,0,14.6,0.3,14.5,0.23,1.96,0,0,0,45.8,0,1.99,0,0,Amphibole
P00302,12.6,0,0,10.8,0,0,11.7,0.25,15.4,0.12,2.32,0,0,0,44.5,0,2.14,0,0,Amphibole
P00303,12.8,0,0,11,0,0,12.5,0.25,14.7,0.15,2.42,0,0,0,44,0,2.08,0,0,Amphibole
P00304,13.4,0,0,11.2,0,0,13,0.3,14.1,0.15,2.43,0,0,0,43.3,0,2.23,0,0,Amphibole
P00305,9.7,0,0,11,0,0,14,0.26,14.6,0.23,2.13,0,0,0,46,0,2.02,0,0,Amphibole
P00306,12.6,0,0,10.8,0,0,13.9,0.27,14.1,0.2,2.28,0,0,0,44.4,0,1.82,0,0,Amphibole
P00307,9.9,0,0,11,0,0,14.6,0.28,14.3,0.24,2.04,0,0,0,45.3,0,1.99,0,0,Amphibole
P00308,11.3,0,0,10.9,0,0,14.4,0.25,13.9,0.2,2.15,0,0,0,44.4,0,1.93,0,0,Amphibole
P00309,9.6,0,0,10.8,0,0,14.7,0.3,14.2,0.22,1.99,0,0,0,45.9,0,1.97,0,0,Amphibole
P00310,9.5,0,0,11,0,0,14.7,0.34,14.2,0.19,1.98,0,0,0,46.5,0,1.96,0,0,Amphibole
P00311,12,0,0,10.9,0,0,14.9,0.28,13.4,0.21,2.34,0,0,0,43.5,0,1.83,0,0,Amphibole
P00312,11.9,0,0,11,0,0,14.3,0.28,13.8,0.23,2.18,0,0,0,43.8,0,1.64,0,0,Amphibole
P00313,12.7,0,0,10.9,0,0,13,0.3,14.1,0.14,2.32,0,0,0,43.7,0,2.13,0,0,Amphibole
P00314,12.4,0,0,10.8,0,0,13,0.29,14.3,0.12,2.34,0,0,0,43.7,0,2.05,0,0,Amphibole
P00315,12.7,0,0,10.6,0,0,11.6,0.24,15.4,0.12,2.34,0,0,0,44,0,1.74,0,0,Amphibole
P00316,12.7,0,0,11,0,0,10.5,0.29,15.7,0.12,2.39,0,0,0,44.4,0,1.94,0,0,Amphibole
P00317,12.9,0,0,11,0,0,10.5,0.29,15.5,0.09,2.37,0,0,0,43.9,0,2,0,0,Amphibole
P00318,13.1,0,0,10.9,0,0,11.3,0.31,15.2,0.14,2.4,0,0,0,44.3,0,1.95,0,0,Amphibole
P00319,13,0,0,11.1,0,0,10.8,0.29,15.4,0.12,2.47,0,0,0,44.3,0,2.08,0,0,Amphibole
P00320,12.9,0,0,10.8,0,0,10.5,0.29,15.7,0.13,2.46,0,0,0,43.9,0,1.9,0,0,Amphibole
P00321,13.3,0,0,11.1,0,0,11.9,0.25,14.7,0.11,2.4,0,0,0,43.9,0,2.08,0,0,Amphibole
P00322,12.8,0,0,11,0,0,15.6,0.4,12.5,0.21,2.4,0,0,0,43.1,0,2.25,0,0,Amphibole
P00323,9,0,0,11,0,0,13.6,0.29,14.8,0.17,2.03,0,0,0,45.9,0,1.94,0,0,Amphibole
P00324,12.8,0,0,10.9,0,0,11.2,0.26,15.7,0.14,2.46,0,0,0,44.1,0,1.92,0,0,Amphibole
P00325,9.4,0,0,11,0,0,14,0.29,14.5,0.23,2.01,0,0,0,46.3,0,1.91,0,0,Amphibole
P00326,9.2,0,0,10.9,0,0,14,0.26,14.6,0.23,1.95,0,0,0,46.5,0,1.84,0,0,Amphibole
P00327,12.3,0,0,10.8,0,0,12.6,0.27,14.6,0.16,2.38,0,0,0,44.8,0,1.82,0,0,Amphibole
P00328,9.4,0,0,11,0,0,14.2,0.28,14.3,0.21,2.05,0,0,0,45.5,0,2.04,0,0,Amphibole
P00329,9.4,0,0,10.9,0,0,13.8,0.27,14.4,0.19,1.92,0,0,0,46.2,0,1.92,0,0,Amphibole
P00330,9.3,0,0,11,0,0,13.6,0.26,14.8,0.17,1.97,0,0,0,46,0,1.96,0,0,Amphibole
P00331,9.5,0,0,10.8,0,0,13.8,0.26,14.5,0.21,2.03,0,0,0,46.5,0,1.88,0,0,Amphibole
P00332,10.1,0,0,10.6,0,0,15.1,0.3,13.8,0.23,2.01,0,0,0,45,0,1.84,0,0,Amphibole
P00333,9.6,0,0,10.9,0,0,14.1,0.27,14.3,0.17,2.11,0,0,0,45.8,0,2.02,0,0,Amphibole
P00334,9.5,0,0,10.9,0,0,14.3,0.27,14.2,0.23,2.03,0,0,0,45.7,0,1.87,0,0,Amphibole
P00335,9.4,0,0,10.8,0,0,14.2,0.24,14.4,0.23,1.95,0,0,0,45.6,0,1.88,0,0,Amphibole
P00336,9.5,0,0,10.8,0,0,14.1,0.29,14.3,0.2,2.09,0,0,0,45.8,0,2.01,0,0,Amphibole
P00337,9.5,0,0,10.9,0,0,14,0.27,14.2,0.22,2.08,0,0,0,45.4,0,1.98,0,0,Amphibole
P00338,9.4,0,0,10.7,0,0,14.2,0.3,14.2,0.19,2.13,0,0,0,46.1,0,1.93,0,0,Amphibole
P00339,9.7,0,0,10.8,0,0,14.2,0.26,14.2,0.24,2.04,0,0,0,45.8,0,1.83,0,0,Amphibole
P00340,13.1,0,0,10.5,0,0,11.9,0.24,15,0.14,2.46,0,0,0,43.6,0,1.97,0,0,Amphibole
P00341,12.2,0,0,10.9,0,0,13.6,0.24,13.8,0.18,2.22,0,0,0,44,0,1.97,0,0,Amphibole
P00342,11.5,0,0,10.5,0,0,15.5,0.2,12.8,0.24,2.19,0,0,0,43.2,0,1.92,0,0,Amphibole
P00343,11.7,0,0,9.8,0,0,15.9,0.18,12.8,0.25,2.17,0,0,0,43.6,0,1.89,0,0,Amphibole
P00344,9.8,0,0,10.8,0,0,14,0.27,14.1,0.19,2.01,0,0,0,45.4,0,1.93,0,0,Amphibole
P00345,9.8,0,0,10.9,0,0,14.2,0.3,14.1,0.17,2.08,0,0,0,45.1,0,1.99,0,0,Amphibole
P00346,12,0,0,11,0,0,11.8,0.23,14.8,0.13,2.2,0,0,0,43.7,0,1.89,0,0,Amphibole
P00347,11.6,0,0,10.5,0,0,16.7,0.27,11.9,0.23,2.18,0,0,0,43,0,2.08,0,0,Amphibole
P00348,11.5,0,0,10.6,0,0,13.6,0.26,14,0.19,2.2,0,0,0,43.6,0,1.83,0,0,Amphibole
P00349,13.1,0,0,10.8,0,0,11.4,0.27,14.7,0.1,2.23,0,0,0,43,0,2.06,0,0,Amphibole
P00350,11.7,0,0,10.8,0,0,10.9,0.24,15.7,0.12,2.33,0,0,0,44.4,0,1.98,0,0,Amphibole
P00351,9.4,0,0,10.8,0,0,14.7,0.26,14.2,0.24,2.07,0,0,0,46.4,0,1.91,0,0,Amphibole
P00352,11,0,0,10.5,0,0,14.7,0.24,14.1,0.23,2.22,0,0,0,44.8,0,1.76,0,0,Amphibole
P00353,10.7,0,0,10.9,0,0,14.7,0.25,14,0.22,2.14,0,0,0,45.2,0,1.8,0,0,Amphibole
P00354,12.6,0,0,11.1,0,0,14.4,0.3,13.4,0.16,2.46,0,0,0,42.9,0,2.3,0,0,Amphibole
P00355,12.4,0,0,10.9,0,0,11.2,0.27,15.5,0.12,2.29,0,0,0,44.9,0,1.8,0,0,Amphibole
P00356,13.2,0,0,11,0,0,11.9,0.33,14.8,0.13,2.54,0,0,0,43.7,0,2.26,0,0,Amphibole
P00357,12.8,0,0,10.8,0,0,11.8,0.28,15.2,0.16,2.24,0,0,0,44,0,2.18,0,0,Amphibole
P00358,8.2,0,0,10.9,0,0,16.4,0.43,13.4,0.22,2,0,0,0,46.8,0,1.89,0,0,Amphibole
P00359,8.3,0,0,10.9,0,0,15.4,0.43,13.9,0.23,1.98,0,0,0,46.6,0,1.96,0,0,Amphibole
P00360,13.6,0,0,11.1,0,0,13.3,0.34,13.8,0.14,2.38,0,0,0,42.7,0,2.22,0,0,Amphibole
P00361,13.1,0,0,10.9,0,0,11.7,0.28,15.2,0.11,2.45,0,0,0,43.9,0,2.09,0,0,Amphibole
P00362,12.9,0,0,10.7,0,0,12.7,0.25,14.7,0.15,2.41,0,0,0,44,0,2,0,0,Amphibole
P00363,8,0,0,10.9,0,0,15.6,0.43,14.2,0.22,2.08,0,0,0,46.7,0,1.82,0,0,Amphibole
P00364,11.7938,0,0,11.2375,0,0,12.2674,0.2925,14.6033,0.1429,2.2889,0,0,0,44.2444,0,2.862,0,0,Amphibole
P00365,12.1385,0,0,10.9772,0,0,10.9303,0.2862,15.4766,0.1638,2.2738,0,0,0,45.0745,0,2.3357,0,0,Amphibole
P00366,12.8725,0,0,10.9555,0,0,11.9472,0.2895,14.6392,0.1742,2.3216,0,0,0,44.1563,0,2.1845,0,0,Amphibole
P00367,11.5177,0,0,11.43,0,0,10.8522,0.2715,15.5849,0.1662,2.2172,0,0,0,44.5572,0,2.4688,0,0,Amphibole
P00368,12.6843,0,0,11.0955,0,0,11.229,0.2929,15.2312,0.099,2.3497,0,0,0,44.4987,0,2.3059,0,0,Amphibole
P00369,14.1331,0,0,10.9507,0,0,12.165,0.3359,14.108,0.1151,2.4908,0,0,0,43.2891,0,2.8533,0,0,Amphibole
P00370,12.5467,0,0,10.678,0,0,10.8786,0.2865,16.0027,0.109,2.3222,0,0,0,45.1867,0,2.043,0,0,Amphibole
P00371,7.3877,0,0,11.0003,0,0,13.6642,0.2794,15.1713,0.2704,1.4981,0,0,0,48.3736,0,1.5432,0,0,Amphibole
P00372,12.2,0,0,11,0,0,13.4,0.28,13.9,0.14,2.3,0,0,0,43.8,0,2.86,0,0,Amphibole
P00373,11.9,0,0,11,0,0,11.6,0.3,14.8,0.14,2.2,0,0,0,45.2,0,2.2,0,0,Amphibole
P00374,12,0,0,10.8,0,0,11.1,0.3,15.7,0.13,2.3,0,0,0,45.1,0,2.1,0,0,Amphibole
P00375,11.2,0,0,11,0,0,12.2,0.26,14.8,0.14,2.2,0,0,0,45.2,0,2.67,0,0,Amphibole
P00376,12.4,0,0,11.2,0,0,10.2,0.3,15.5,0.16,2.3,0,0,0,44.8,0,2.23,0,0,Amphibole
P00377,14.2,0,0,10.4,0,0,14.6,0.38,11.6,0.12,2.4,0,0,0,43.1,0,2.37,0,0,Amphibole
P00378,14,0,0,10.3,0,0,12,0.29,14.5,0.13,2.6,0,0,0,42.9,0,2.24,0,0,Amphibole
P00379,14.4,0,0,10.6,0,0,15.2,0.37,12,0.19,2.4,0,0,0,41.8,0,2.37,0,0,Amphibole
P00380,8.6,0,0,11.3,0,0,13.7,0.34,14.4,0.16,1.8,0,0,0,46.9,0,2.09,0,0,Amphibole
P00381,12.2362,0,0,10.9507,0,0,11.0604,0.2946,15.2141,0.1632,2.3025,0,0,0,44.8338,0,2.3135,0,0,Amphibole
P00382,12.4812,0,0,11.1204,0,0,12.4638,0.287,14.1399,0.1346,2.3006,0,0,0,43.7407,0,2.5603,0,0,Amphibole
P00383,12.8215,0,0,11.0074,0,0,11.3203,0.2956,14.9703,0.1603,2.3036,0,0,0,44.7332,0,2.1754,0,0,Amphibole
P00384,12.377,0,0,11.2031,0,0,10.048,0.3347,15.2477,0.1244,2.3847,0,0,0,44.1908,0,2.3339,0,0,Amphibole
P00385,11.6728,0,0,11.1709,0,0,9.4987,0.345,15.7761,0.1425,2.2331,0,0,0,45.1708,0,2.145,0,0,Amphibole
P00386,12.0318,0,0,11.2603,0,0,10.5163,0.3218,15.2256,0.1107,2.1921,0,0,0,44.2937,0,2.1081,0,0,Amphibole
P00387,11.7671,0,0,10.7772,0,0,10.6994,0.29,15.1966,0.1665,2.2101,0,0,0,44.8152,0,2.2774,0,0,Amphibole
P00388,11.2001,0,0,10.8855,0,0,12.3452,0.271,14.4526,0.1449,2.1257,0,0,0,44.4283,0,2.309,0,0,Amphibole
P00389,13.1049,0,0,11.2006,0,0,14.7626,0.3471,12.0315,0.2034,2.105,0,0,0,42.6276,0,1.9698,0,0,Amphibole
P00390,11.3206,0,0,11.3234,0,0,11.2446,0.3076,14.8284,0.1199,2.1169,0,0,0,44.6139,0,2.3004,0,0,Amphibole
P00391,10.8613,0,0,10.8396,0,0,13.6215,0.2066,13.8307,0.2275,1.9732,0,0,0,44.8127,0,1.6889,0,0,Amphibole
P00392,13.1771,0,0,11.1275,0,0,11.8357,0.3606,14.2549,0.1324,2.3906,0,0,0,43.3931,0,2.6617,0,0,Amphibole
P00393,13.9142,0,0,11.2508,0,0,13.9829,0.3534,12.5261,0.1638,2.4304,0,0,0,41.902,0,2.8954,0,0,Amphibole
P00394,14.4527,0,0,11.1615,0,0,15.2073,0.3583,11.7818,0.165,2.3273,0,0,0,41.452,0,2.6724,0,0,Amphibole
P00395,11.8449,0,0,11.3753,0,0,11.7636,0.2906,14.8242,0.1641,2.2532,0,0,0,43.6274,0,2.7917,0,0,Amphibole
P00396,8.8992,0,0,10.1933,0,0,14.6591,0.3234,13.6524,0.3164,2.6823,0,0,0,47.1482,0,1.4635,0,0,Amphibole
P00397,13.0909,0,0,11.1966,0,0,12.5937,0.3243,13.7835,0.1559,2.2839,0,0,0,43.6743,0,2.3862,0,0,Amphibole
P00398,10.4832,0,0,10.5818,0,0,13.5843,0.2554,14.0829,0.2307,1.9637,0,0,0,45.5425,0,1.8538,0,0,Amphibole
P00399,11.3404,0,0,10.8589,0,0,14.9175,0.395,12.6983,0.2476,1.8212,0,0,0,44.4439,0,2.1908,0,0,Amphibole
P00400,10.2725,0,0,10.3803,0,0,14.7254,0.3595,13.5822,0.3254,1.7105,0,0,0,46.2622,0,1.4092,0,0,Amphibole
P00401,9.4458,0,0,10.6055,0,0,14.25,0.2768,14.127,0.306,1.49,0,0,0,47.5011,0,1.449,0,0,Amphibole
P00402,11.8448,0,0,11.4554,0,0,11.2376,0.2615,14.9441,0.1401,2.2548,0,0,0,44.3234,0,2.7855,0,0,Amphibole
P00403,10.6939,0,0,10.7978,0,0,16.0857,0.3919,11.7949,0.2521,2.2914,0,0,0,43.5191,0,2.9826,0,0,Amphibole
P00404,12.7875,0,0,11.1961,0,0,12.9004,0.3211,13.8999,0.1547,2.1792,0,0,0,43.5202,0,2.2955,0,0,Amphibole
P00405,12.3349,0,0,11.2546,0,0,10.5021,0.3134,15.2618,0.1402,2.3101,0,0,0,44.2803,0,2.2641,0,0,Amphibole
P00406,11.9166,0,0,11.073,0,0,10.3104,0.322,15.5758,0.1066,2.2327,0,0,0,45.1662,0,2.1478,0,0,Amphibole
P00407,11.7126,0,0,11.389,0,0,10.9964,0.3104,15.1394,0.177,2.2549,0,0,0,44.1217,0,2.7171,0,0,Amphibole
P00408,15.2507,0,0,10.8165,0,0,15.7296,0.4059,10.3384,0.1694,2.4275,0,0,0,41.1991,0,2.6296,0,0,Amphibole
P00409,12.3813,0,0,10.5036,0,0,11.4601,0.2597,14.8858,0.1446,2.3798,0,0,0,44.482,0,2.6102,0,0,Amphibole
P00410,13.5302,0,0,10.8666,0,0,13.4732,0.3295,13.026,0.1112,2.3245,0,0,0,42.5282,0,2.8078,0,0,Amphibole
P00411,13.4488,0,0,10.8061,0,0,12.1293,0.3193,14.1945,0.1393,2.5273,0,0,0,43.5013,0,2.6212,0,0,Amphibole
P00412,11.6515,0,0,11.198,0,0,12.2547,0.2933,14.559,0.171,2.165,0,0,0,44.3104,0,2.2412,0,0,Amphibole
P00413,11.807,0,0,11.302,0,0,10.8174,0.2728,15.1338,0.094,2.2601,0,0,0,44.2996,0,2.6776,0,0,Amphibole
P00414,13.1777,0,0,11.1114,0,0,11.6583,0.3234,14.5333,0.0997,2.4125,0,0,0,43.4452,0,2.3794,0,0,Amphibole
P00415,13.4434,0,0,10.7541,0,0,11.5422,0.3076,14.651,0.1136,2.4573,0,0,0,43.5102,0,2.4788,0,0,Amphibole
P00416,12.0986,0,0,10.9473,0,0,10.5519,0.3022,15.7675,0.127,2.2809,0,0,0,45.39,0,2.1573,0,0,Amphibole
P00417,10.8417,0,0,10.9796,0,0,15.1273,0.3405,12.9336,0.163,2.2977,0,0,0,44.1348,0,2.8512,0,0,Amphibole
