PointID,Al2O3,BaO,CO2,CaO,Cr2O3,Fe2O3,FeO,K2O,MgO,MnO,Na2O,NiO,P2O5,SO3,SiO2,SrO,TiO2,F,Cl,Mineral
P03534,2.39,0,0,22.2,0.02,0.24,11.9,0,11.58,0.12,0.78,0,0,0,51.6,0,0.15,0,0,Clinopyroxene
P03535,4.56,0,0,21.7,0.18,0,5.74,0,13.31,0.06,1.63,0,0,0,52.79,0,0.31,0,0,Clinopyroxene
P03536,2.09,0,0,22.39,0,3.62,5.69,0,13.41,0.03,0.83,0,0,0,51.81,0,0.22,0,0,Clinopyroxene
P03537,1.06,0,0,23.51,0.05,3.53,5.37,0,13.39,0.09,0.43,0,0,0,51.35,0,0.09,0,0,Clinopyroxene
P03538,2.24,0,0,20.94,0,0,13.38,0,10.38,0.08,1.12,0,0,0,51.78,0,0.26,0,0,Clinopyroxene
P03539,0.28,0,0,24.88,0.58,0,1.34,0.03,17.4,0.04,0.38,0.01,0.03,0,55.41,0,0.11,0,0,Clinopyroxene
P03540,6.4,0,0,22.24,0,0,13.88,0,7.92,0.25,0.79,0,0,0,45.94,0,0.8,0,0,Clinopyroxene
P03541,2.5,0,0,21.41,0.05,0.24,12.55,0.01,11.65,0.19,0.86,0,0,0,50.98,0,0.24,0,0,Clinopyroxene
P03542,3.468,0,0,18.864,0.765,0,6.473,0,15.616,0.187,0.336,0.077,0.048,0,51.161,0,0.93,0,0,Clinopyroxene
P03543,3,0,0,20.97,0.09,0,13.62,0,10.76,0.28,0.28,0,0,0,50.64,0,0.48,0,0,Clinopyroxene
P03544,2.61,0,0,21.06,0.03,0,13.52,0.01,11.41,0.27,0.31,0,0,0,50.84,0,0.36,0,0,Clinopyroxene
P03545,2.63,0,0,21.32,0.05,0,13.44,0,11.25,0.29,0.28,0,0,0,51.29,0,0.35,0,0,Clinopyroxene
P03546,2.49,0,0,21.06,0.07,0.24,12.43,0,12.01,0.11,0.78,0,0,0,50.39,0,0.21,0,0,Clinopyroxene
P03547,1.75,0,0,22.51,0.04,1.3,7.21,0,13.37,0.07,0.78,0,0,0,53.11,0,0.07,0,0,Clinopyroxene
P03548,1.882,0,0,19.45,0.12,0,6.851,0.001,16.096,0.132,0.302,0.049,0.021,0,52.819,0,0.756,0,0,Clinopyroxene
P03549,2.628,0.106,0,19.776,0.116,0,7.144,0.024,15.242,0.161,0.373,0.044,0.021,0,51.548,0,0.898,0,0,Clinopyroxene
P03550,2.58,0,0,12.37,0.02,0.24,15.39,0.11,14.35,0.11,0.33,0,0,0,51.95,0,0.16,0,0,Clinopyroxene
P03551,2.45,0,0,22.26,0.05,0,6.64,0,13.32,0.05,1.26,0,0,0,52.96,0,0.1,0,0,Clinopyroxene
P03552,2.97,0,0,12.52,0.03,0.24,16.15,0.11,13.68,0.12,0.44,0,0,0,51.59,0,0.11,0,0,Clinopyroxene
P03553,2.06,0,0,20.8,0,0,13.63,0,10.39,0.14,1.02,0,0,0,52,0,0.09,0,0,Clinopyroxene
P03554,2.57,0,0,22.16,0.06,0,6.62,0,13.3,0.09,1.13,0,0,0,53.03,0,0.22,0,0,Clinopyroxene
P03555,2.21,0,0,21.75,0,1.73,10.63,0,10.81,0.09,1.09,0,0,0,52.47,0,0.18,0,0,Clinopyroxene
P03556,1.92,0,0,23.42,0,0,7.77,0,12.93,0.17,0.55,0,0,0,51.37,0,0.22,0,0,Clinopyroxene
P03557,2.902,0,0,19.955,0.227,0,6.718,0.019,15.613,0.222,0.325,0,0.076,0,51.196,0,0.912,0,0,Clinopyroxene
P03558,1.904,0.281,0,19.344,0.051,0,7.154,0.029,15.94,0.237,0.366,0.004,0.007,0,52.191,0,0.653,0,0,Clinopyroxene
P03559,4.32,0,0,21.39,0.2,0,6.07,0,13.51,0.09,1.58,0,0,0,52.13,0,0.29,0,0,Clinopyroxene
P03560,3.09,0,0,22.28,0,0,9.92,0,12.24,0.09,0.9,0,0,0,51.42,0,0.33,0,0,Clinopyroxene
P03561,2.97,0,0,22.49,0,0.23,10.92,0.04,11.28,0.12,0.75,0,0,0,52.91,0,0.33,0,0,Clinopyroxene
P03562,2.06,0,0,22.34,0,1.73,7.69,0,13.03,0.08,0.89,0,0,0,53.2,0,0.16,0,0,Clinopyroxene
P03563,2.19,0,0,21.83,0.05,0.24,11.22,0,12.13,0.1,0.77,0,0,0,50.94,0,0.15,0,0,Clinopyroxene
P03564,3.2,0,0,21.99,0,0,10.17,0,12.69,0.09,0.93,0,0,0,50.98,0,0.25,0,0,Clinopyroxene
P03565,2.25,0,0,22.45,0.06,0.24,11.82,0,11.47,0.15,0.69,0,0,0,50.85,0,0.18,0,0,Clinopyroxene
P03566,7,0,0,22.58,0,0,14.65,0,7.94,0.19,0.86,0,0,0,46.43,0,0.67,0,0,Clinopyroxene
P03567,1.967,0.141,0,18.788,0.537,0,6.268,0,17.004,0.143,0.298,0.019,0,0,53.164,0,0.618,0,0,Clinopyroxene
P03568,2.14,0,0,22.25,0.02,0,8.89,0,12.28,0,1.2,0,0,0,54.1,0,0.11,0,0,Clinopyroxene
P03569,2.24,0,0,20.94,0,0,13.38,0,10.38,0.08,1.12,0,0,0,51.78,0,0.26,0,0,Clinopyroxene
P03570,1.35,0,0,23.24,0.07,0,7.48,0.01,13.38,0.09,0.34,0,0,0,51.5,0,0.23,0,0,Clinopyroxene
P03571,2.02,0,0,20.59,0,0,13.57,0,10.44,0.04,1.1,0,0,0,51.51,0,0.05,0,0,Clinopyroxene
P03572,3.938,0.316,0,18.756,0.842,0,6.783,0,15.544,0.16,0.31,0.004,0.028,0,50.315,0,1.076,0,0,Clinopyroxene
P03573,2.26,0,0,21.77,0.03,0,8.89,0,12.05,0.05,1.16,0,0,0,53.26,0,0.14,0,0,Clinopyroxene
P03574,2.11,0,0,22.31,0,3.71,5.43,0,13.35,0.04,0.87,0,0,0,51.59,0,0.21,0,0,Clinopyroxene
P03575,5.85,0,0,21.9,0,0,7.13,0,12.14,0.1,1.39,0,0,0,52.11,0,0.54,0,0,Clinopyroxene
P03576,3.1,0,0,21.87,0.05,0.24,12.38,0,10.81,0.18,0.79,0,0,0,49.84,0,0.29,0,0,Clinopyroxene
P03577,1.64,0,0,22.67,0,0.24,10.06,0,13.16,0.07,0.76,0,0,0,52.31,0,0.2,0,0,Clinopyroxene
P03578,2.2,0,0,23.22,0,0,8.16,0,12.94,0.1,0.63,0,0,0,51.77,0,0.22,0,0,Clinopyroxene
P03579,2.57,0,0,22.16,0.06,0,6.62,0,13.3,0.09,1.13,0,0,0,53.03,0,0.22,0,0,Clinopyroxene
P03580,2.37,0,0,22.63,0.02,0,6.89,0.02,13.76,0.1,1.17,0,0,0,52.66,0,0.22,0,0,Clinopyroxene
P03581,2.92,0,0,11.89,0.04,0.24,16.93,0.1,12.78,0.21,0.32,0,0,0,51.92,0,0.13,0,0,Clinopyroxene
P03582,4.23,0,0,21.51,0.15,0,6.07,0.02,13.19,0.1,1.6,0,0,0,52.1,0,0.19,0,0,Clinopyroxene
P03583,0.7,0,0,23.5,0.01,0.24,10.05,0,13.06,0.12,0.26,0,0,0,52.65,0,0.04,0,0,Clinopyroxene
P03584,1.864,0,0,19.506,0,0,8.042,0,15.517,0.246,0.323,0.014,0,0,51.722,0,0.763,0,0,Clinopyroxene
P03585,1.977,0.176,0,19.289,0.479,0,6.063,0.007,16.615,0.182,0.305,0.009,0,0,53.025,0,0.563,0,0,Clinopyroxene
P03586,2.34,0,0,22.29,0,3.66,5.26,0,13.32,0.06,0.74,0,0,0,50.7,0,0.45,0,0,Clinopyroxene
P03587,1.84,0,0,22.26,0,2.09,9.79,0,11.52,0.14,1.02,0,0,0,53.14,0,0.18,0,0,Clinopyroxene
P03588,1.06,0,0,22.44,0,0,12.39,0,10.58,0.11,0.35,0,0,0,52.42,0,0.05,0,0,Clinopyroxene
P03589,0.22,0,0,23.46,0,0,11.72,0,10.98,0.15,0.11,0,0,0,52.73,0,0,0,0,Clinopyroxene
P03590,3.11,0,0,21.49,0.03,0.24,12.22,0.01,11.34,0.12,1.01,0,0,0,49.91,0,0.26,0,0,Clinopyroxene
P03591,2.19,0,0,21.89,0.03,0.24,11.57,0.01,11.96,0.07,0.76,0,0,0,50.72,0,0.17,0,0,Clinopyroxene
P03592,2.11,0,0,12.46,0.2,0.24,16.44,0.03,13.25,0.19,0.26,0,0,0,52.06,0,0.12,0,0,Clinopyroxene
P03593,2.02,0,0,22.26,0.03,0,12.72,0.01,11.36,0.25,0.2,0,0,0,50.92,0,0.28,0,0,Clinopyroxene
P03594,2.2,0,0,21.73,0.02,0.24,11.9,0,11.87,0.1,0.84,0,0,0,50.89,0,0.21,0,0,Clinopyroxene
P03595,7.35,0,0,21.67,0.02,0,13,0,7.9,0.14,0.82,0,0,0,45.62,0,0.77,0,0,Clinopyroxene
P03596,3,0,0,22.16,0,0,10.31,0,12.58,0.09,0.74,0,0,0,50.67,0,0.18,0,0,Clinopyroxene
P03597,2.97,0,0,21.96,0,0,10.22,0.02,12.6,0.13,0.93,0,0,0,50.93,0,0.17,0,0,Clinopyroxene
P03598,2.15,0,0,21.63,0.03,0.24,11.96,0,11.54,0.13,0.85,0,0,0,50.93,0,0.2,0,0,Clinopyroxene
P03599,2.47,0,0,21.53,0.01,0.24,12.4,0,11.14,0.16,0.56,0,0,0,50.69,0,0.14,0,0,Clinopyroxene
P03600,2.4,0,0,22.09,0,0.24,11.29,0.01,11.57,0.17,0.74,0,0,0,51.33,0,0.19,0,0,Clinopyroxene
P03601,0.31,0,0,23.99,0,0,11.71,0,10.82,0.12,0.13,0,0,0,52.8,0,0,0,0,Clinopyroxene
P03602,0.34,0,0,23.63,0,0,12.33,0,10.96,0.11,0.12,0,0,0,52.76,0,0.03,0,0,Clinopyroxene
P03603,1.95,0,0,21.97,0.04,0.24,11.39,0,11.92,0.11,0.72,0,0,0,51.06,0,0.15,0,0,Clinopyroxene
P03604,2.57,0,0,21.05,0.09,0.24,12.08,0,11.76,0.12,0.81,0,0,0,50.67,0,0.23,0,0,Clinopyroxene
P03605,2.72,0,0,12.06,0.04,0.24,15.08,0.08,14.14,0.07,0.34,0,0,0,52.07,0,0.15,0,0,Clinopyroxene
P03606,7.31,0,0,22.09,0.02,0,15.12,0.02,7.67,0.21,0.73,0,0,0,46.76,0,0.7,0,0,Clinopyroxene
P03607,2.26,0,0,22.94,0.05,0,8.14,0.01,13.17,0.18,0.69,0,0,0,51.42,0,0.31,0,0,Clinopyroxene
P03608,2.877,0.176,0,20.32,0.274,0,6.662,0.005,15.769,0.162,0.344,0,0.007,0,51.885,0,0.99,0,0,Clinopyroxene
P03609,2.64,0,0,21.63,0,0,9.77,0.01,13.2,0.15,0.65,0,0,0,49.98,0,0.18,0,0,Clinopyroxene
P03610,2.29,0,0,21.81,0,0,8.98,0,12.07,0,1.2,0,0,0,53.94,0,0.03,0,0,Clinopyroxene
P03611,4.11,0,0,21.25,0.19,0,5.77,0.02,13.42,0.1,1.64,0,0,0,52.27,0,0.25,0,0,Clinopyroxene
P03612,4.09,0,0,21.97,0.16,0,5.81,0,13.2,0.12,1.46,0,0,0,52.78,0,0.23,0,0,Clinopyroxene
P03613,6.69,0,0,22.31,0,0,13.93,0,7.81,0.26,0.75,0,0,0,46.61,0,0.69,0,0,Clinopyroxene
P03614,3.77,0,0,20.99,0,0,10.83,0.02,12.55,0.12,0.82,0,0,0,50.76,0,0.18,0,0,Clinopyroxene
P03615,3.32,0,0,21.34,0,0,10.39,0,12.18,0.12,1.01,0,0,0,51.76,0,0.15,0,0,Clinopyroxene
P03616,2.09,0,0,20.78,0,0,13.62,0,10.46,0.06,1.17,0,0,0,51.92,0,0.16,0,0,Clinopyroxene
P03617,1.14,0,0,22.6,0.02,0.24,16.08,0.02,9.08,0.25,0.27,0,0,0,49.74,0,0.02,0,0,Clinopyroxene
P03618,2.18,0,0,22.39,0,0,9.02,0,14.24,0.11,0.57,0,0,0,51.13,0,0.16,0,0,Clinopyroxene
P03619,0.8,0,0,23.41,0,0,11.74,0,11.08,0.13,0.26,0,0,0,52.53,0,0,0,0,Clinopyroxene
P03620,0.79,0,0,23.11,0,0,11.94,0,11.05,0.15,0.24,0,0,0,52.52,0,0.08,0,0,Clinopyroxene
P03621,1.83,0,0,21.8,0.04,0.24,11.49,0.02,12.6,0.12,0.74,0,0,0,51.08,0,0.13,0,0,Clinopyroxene
P03622,2.52,0,0,21.77,0.01,0.24,11.54,0,11.46,0.12,0.92,0,0,0,51,0,0.22,0,0,Clinopyroxene
P03623,2.48,0,0,21.26,0.07,0,13.13,0,10.95,0.32,0.26,0,0,0,51.19,0,0.36,0,0,Clinopyroxene
P03624,2.26,0,0,21.42,0.04,0.24,12.15,0.01,11.69,0.13,0.85,0,0,0,51.06,0,0.2,0,0,Clinopyroxene
P03625,7.13,0,0,22.18,0,0,14.34,0,8,0.24,0.78,0,0,0,47.71,0,0.84,0,0,Clinopyroxene
P03626,7.2,0,0,21.57,0.03,0,12.99,0.02,7.74,0.11,0.65,0,0,0,44.55,0,0.73,0,0,Clinopyroxene
P03627,0.3,0,0,24.75,0.54,0,1.3,0,17.23,0.05,0.41,0,0.07,0,55.36,0,0.09,0,0,Clinopyroxene
P03628,2.095,0,0,19.246,0,0,8.111,0.017,15.536,0.277,0.335,0.005,0,0,52.326,0,0.74,0,0,Clinopyroxene
P03629,3.45,0,0,23.62,0.02,0,7.38,0,13.13,0.27,0.75,0,0,0,52.9,0,0.43,0,0,Clinopyroxene
P03630,4.76,0,0,21.64,0.12,0,5.83,0.01,13.28,0.12,1.46,0,0,0,52.31,0,0.38,0,0,Clinopyroxene
P03631,7.36,0,0,21.39,0,0,13.14,0.02,7.87,0.19,0.75,0,0,0,44.93,0,0.83,0,0,Clinopyroxene
P03632,4.36,0,0,21.37,0.09,0,6.23,0,12.99,0.09,1.34,0,0,0,51.53,0,0.34,0,0,Clinopyroxene
P03633,3.02,0,0,23.81,0.07,0,7.54,0,13.19,0.08,0.48,0,0,0,52.61,0,0.81,0,0,Clinopyroxene
P03634,2.898,0.035,0,19.884,0.21,0,6.991,0,15.753,0.154,0.305,0.039,0,0,51.839,0,0.96,0,0,Clinopyroxene
P03635,2.25,0,0,20.65,0,0,13.8,0.03,10.44,0.07,1.28,0,0,0,51.19,0,0.12,0,0,Clinopyroxene
P03636,3.31,0,0,21.46,0,0,10.16,0,12.39,0.1,1,0,0,0,51.74,0,0.26,0,0,Clinopyroxene
P03637,1.5,0,0,22.23,0.05,0.24,10.25,0.01,13.11,0.1,0.63,0,0,0,51.83,0,0.08,0,0,Clinopyroxene
P03638,5.61,0,0,12.06,0.04,0.24,18.02,0.21,11.66,0.15,0.78,0,0,0,48.13,0,0.35,0,0,Clinopyroxene
P03639,4.19,0,0,21.81,0.2,0,6.16,0,13.54,0.09,1.45,0,0,0,52.08,0,0.34,0,0,Clinopyroxene
P03640,6.61,0,0,21.28,0.02,0,7.64,0.02,12.16,0.06,1.45,0,0,0,52.51,0,0.64,0,0,Clinopyroxene
P03641,2.18,0,0,20.41,0,0,13.3,0.01,10.67,0.07,1.17,0,0,0,50.84,0,0.13,0,0,Clinopyroxene
P03642,2.36,0,0,22.34,0.02,1.95,9.35,0,11.38,0.14,1,0,0,0,52.55,0,0.25,0,0,Clinopyroxene
P03643,1.22,0,0,23.86,0.03,0,6.86,0,14.03,0.08,0.49,0,0,0,52.72,0,0.14,0,0,Clinopyroxene
P03644,2.94,0,0,22.25,0.02,1.41,10.35,0,11.25,0.13,0.71,0,0,0,51.88,0,0.32,0,0,Clinopyroxene
P03645,4.65,0,0,21.5,0.19,0,5.83,0,13.42,0.11,1.55,0,0,0,52.39,0,0.24,0,0,Clinopyroxene
P03646,2.98,0,0,21.43,0.05,0.24,11.63,0,11.12,0.12,1.01,0,0,0,50.28,0,0.25,0,0,Clinopyroxene
P03647,2.68,0,0,21.62,0.03,0.24,12.08,0,11.13,0.17,0.81,0,0,0,50.78,0,0.25,0,0,Clinopyroxene
P03648,3.37,0,0,22.11,0,0,9.83,0,12.43,0.2,1.07,0,0,0,51.12,0,0.22,0,0,Clinopyroxene
P03649,0.31,0,0,23.81,0,0,11.87,0,10.97,0.09,0.13,0,0,0,52.61,0,0,0,0,Clinopyroxene
P03650,5.21,0,0,12.26,0.04,0.24,16.49,0.29,12.62,0.11,0.56,0,0,0,48.72,0,0.13,0,0,Clinopyroxene
P03651,1.86,0,0,21.86,0,3.13,10.12,0,11,0.05,0.94,0,0,0,51.81,0,0.25,0,0,Clinopyroxene
P03652,4.17,0,0,21.6,0.2,0,5.81,0,13.55,0.08,1.48,0,0,0,52.66,0,0.25,0,0,Clinopyroxene
P03653,2.68,0,0,22.03,0,1.45,8.01,0,12.76,0.06,0.99,0,0,0,53.07,0,0.19,0,0,Clinopyroxene
P03654,0.99,0,0,23.94,0,4.09,5.83,0.02,13.23,0.04,0.34,0,0,0,51.54,0,0.15,0,0,Clinopyroxene
P03655,3.02,0,0,22.05,0,0.22,11.39,0,11.16,0.2,0.68,0,0,0,52.35,0,0.33,0,0,Clinopyroxene
P03656,7.14,0,0,22.16,0,0,14.24,0,8.03,0.28,0.92,0,0,0,47.39,0,0.7,0,0,Clinopyroxene
P03657,1.03,0,0,23.94,0.04,0,8.2,0,13.67,0.14,0.4,0,0,0,52.76,0,0.1,0,0,Clinopyroxene
P03658,0.33,0,0,23.85,0,0,12.17,0,10.84,0.09,0.12,0,0,0,52.63,0,0.05,0,0,Clinopyroxene
P03659,2,0,0,19.98,0.04,0,12.97,0.02,11.97,0.24,0.22,0,0,0,52.08,0,0.32,0,0,Clinopyroxene
P03660,1.75,0,0,22.51,0,4.8,3.96,0.03,13.61,0.1,0.56,0,0,0,49.89,0,0.24,0,0,Clinopyroxene
P03661,2.71,0,0,21.68,0.02,0.24,12.22,0,11.59,0.13,0.88,0,0,0,50.98,0,0.26,0,0,Clinopyroxene
P03662,7.03,0,0,22.24,0,0,14.13,0.01,7.78,0.26,0.86,0,0,0,47.18,0,0.67,0,0,Clinopyroxene
P03663,1.37,0,0,23.36,0.04,0,8.51,0.05,13.41,0.24,0.47,0,0,0,52.06,0,0.13,0,0,Clinopyroxene
P03664,3.16,0,0,21.38,0,0,10.63,0.01,12.84,0.14,0.84,0,0,0,49.87,0,0.16,0,0,Clinopyroxene
P03665,2.06,0,0,20.83,0,0,13.26,0,10.66,0.1,1.2,0,0,0,52.02,0,0.13,0,0,Clinopyroxene
P03666,2.55,0,0,21.33,0,0.24,12.39,0.01,11.69,0.14,0.82,0,0,0,50.37,0,0.18,0,0,Clinopyroxene
P03667,4.91,0,0,21,0.15,0,5.98,0,12.98,0.11,1.69,0,0,0,52.16,0,0.39,0,0,Clinopyroxene
P03668,3.58,0,0,12.24,0.04,0.24,17.13,0.16,12.74,0.15,0.49,0,0,0,50.44,0,0.19,0,0,Clinopyroxene
P03669,0.99,0,0,23.51,0.07,0.24,9.03,0,13.55,0.11,0.4,0,0,0,52.49,0,0.04,0,0,Clinopyroxene
P03670,2.39,0,0,22.25,0,0.24,11.41,0,11.72,0.11,0.75,0,0,0,50.47,0,0.18,0,0,Clinopyroxene
P03671,2.32,0,0,21.52,0.01,0.24,12.24,0.02,11.79,0.14,0.88,0,0,0,51.16,0,0.14,0,0,Clinopyroxene
P03672,2.46,0,0,22.36,0.05,0.24,11.87,0,11.19,0.13,0.84,0,0,0,50.31,0,0.22,0,0,Clinopyroxene
P03673,2.76,0,0,22.03,0.03,0.93,8.51,0.02,12.46,0.02,1.03,0,0,0,53.16,0,0.27,0,0,Clinopyroxene
P03674,3.11,0,0,20.53,0.06,0.24,12.53,0.14,11.22,0.12,0.85,0,0,0,49.26,0,0.19,0,0,Clinopyroxene
P03675,3.02,0,0,13,0,0.24,9.01,0.09,17.93,0.11,0.39,0,0,0,53.34,0,0.07,0,0,Clinopyroxene
P03676,1.53,0,0,23.44,0,0,11.45,0,10.82,1.18,0.28,0,0,0,51.98,0,0.12,0,0,Clinopyroxene
P03677,2.38,0,0,22.69,0.01,0.24,11.79,0.01,11.46,0.17,0.59,0,0,0,50.86,0,0.23,0,0,Clinopyroxene
P03678,3.08,0.106,0,19.711,0.696,0,6.017,0.015,15.583,0.167,0.31,0,0,0,51.513,0,0.893,0,0,Clinopyroxene
P03679,3.36,0,0,20.78,0,0,10.96,0,13.12,0.16,0.78,0,0,0,49.41,0,0.27,0,0,Clinopyroxene
P03680,9.76,0,0,12.49,0.08,0.24,12.18,0.56,14.15,0.14,1.22,0,0,0,46.36,0,0.23,0,0,Clinopyroxene
P03681,1.71,0,0,23.11,0.02,2.94,6.32,0.03,13.27,0.05,0.55,0,0,0,51.84,0,0.28,0,0,Clinopyroxene
P03682,2.85,0,0,21.32,0.02,0.24,12.46,0.01,11.42,0.12,0.92,0,0,0,50.67,0,0.27,0,0,Clinopyroxene
P03683,1.78,0,0,12.21,0.05,0.24,15.61,0.04,14.24,0.17,0.19,0,0,0,52.71,0,0.06,0,0,Clinopyroxene
P03684,3.12,0,0,22.21,0,0,9.83,0.01,13.03,0.1,0.91,0,0,0,50.95,0,0.23,0,0,Clinopyroxene
P03685,4.55,0,0,12.28,0.05,0.24,17.52,0.27,12.3,0.14,0.51,0,0,0,49.41,0,0.17,0,0,Clinopyroxene
P03686,2.046,0.035,0,19.956,0.226,0,6.41,0.003,16.123,0.12,0.306,0,0,0,53.181,0,0.678,0,0,Clinopyroxene
P03687,5.85,0,0,13.02,0.05,0.24,9.52,0.28,16.93,0.17,0.76,0,0,0,50.86,0,0.25,0,0,Clinopyroxene
P03688,2.14,0,0,21.76,0.43,0.24,12.13,0,11.93,0.12,0.75,0,0,0,50.6,0,0.14,0,0,Clinopyroxene
P03689,2.25,0,0,21.91,0.02,0.24,11.72,0.03,11.64,0.13,0.78,0,0,0,51.03,0,0.13,0,0,Clinopyroxene
P03690,3.58,0,0,21.44,0,0,10.31,0,12.41,0.12,0.87,0,0,0,50.85,0,0.26,0,0,Clinopyroxene
P03691,3.06,0,0,21.72,0,0,10.21,0,12.69,0.17,0.78,0,0,0,50.41,0,0.2,0,0,Clinopyroxene
P03692,7.05,0,0,21.78,0,0,12.56,0,7.7,0.14,0.71,0,0,0,45.12,0,0.74,0,0,Clinopyroxene
P03693,2.38,0,0,21.26,0.05,0.24,12.08,0,12.34,0.09,0.79,0,0,0,50.76,0,0.21,0,0,Clinopyroxene
P03694,2.34,0,0,21.09,0,0.24,12.09,0.01,11.58,0.16,0.89,0,0,0,50.78,0,0.16,0,0,Clinopyroxene
P03695,2.51,0,0,21.79,0,0,10.17,0,13.25,0.18,0.56,0,0,0,51.33,0,0.13,0,0,Clinopyroxene
P03696,1.8,0,0,22.46,0.02,0.24,10.19,0,12.57,0.12,0.72,0,0,0,51.42,0,0.13,0,0,Clinopyroxene
P03697,2.68,0,0,21.91,0.04,0.24,11.72,0,11.17,0.14,0.93,0,0,0,50.92,0,0.24,0,0,Clinopyroxene
P03698,1.78,0,0,21.98,0.03,0.24,11.4,0.01,12.03,0.13,0.7,0,0,0,51.56,0,0.12,0,0,Clinopyroxene
P03699,7.65,0,0,21.69,0.03,0,12.74,0,8.07,0.1,0.9,0,0,0,45.54,0,0.67,0,0,Clinopyroxene
P03700,1.87,0,0,21.53,0.04,0,12.41,0,11.36,0.26,0.27,0,0,0,51.12,0,0.19,0,0,Clinopyroxene
P03701,3.54,0,0,24.08,0.03,0,7.9,0.02,12.85,0.04,0.66,0,0,0,52.19,0,0.27,0,0,Clinopyroxene
P03702,2.54,0,0,21.5,0,0,9.79,0.01,13.4,0.15,0.65,0,0,0,52.05,0,0.28,0,0,Clinopyroxene
P03703,2.96,0,0,21.28,0.1,0.24,12,0,11.65,0.13,0.87,0,0,0,49.94,0,0.24,0,0,Clinopyroxene
P03704,2.92,0,0,20.89,0.07,0,13.93,0,11.02,0.27,0.3,0,0,0,50.52,0,0.37,0,0,Clinopyroxene
P03705,1.85,0,0,22.53,0,3.38,5.72,0,13.32,0.08,0.77,0,0,0,51.72,0,0.12,0,0,Clinopyroxene
P03706,1.83,0,0,12.45,0,0.24,15.76,0.03,14.3,0.11,0.22,0,0,0,52.66,0,0.05,0,0,Clinopyroxene
P03707,1.98,0,0,21.83,0.03,0,11.53,0.02,12.45,0.21,0.22,0,0,0,51.97,0,0.39,0,0,Clinopyroxene
P03708,2.15,0,0,22.31,0,1.51,7.4,0,13.04,0.04,0.87,0,0,0,52.84,0,0.12,0,0,Clinopyroxene
P03709,4.51,0,0,12.65,0.02,0.24,16.53,0.16,12.88,0.13,0.55,0,0,0,49.83,0,0.17,0,0,Clinopyroxene
P03710,0.95,0,0,23.16,0,0,10.55,0.01,11.68,0.45,0.24,0,0,0,51.93,0,0.06,0,0,Clinopyroxene
P03711,1.69,0,0,20.67,0,0,12.29,0.02,11.1,0.08,1.21,0,0,0,52.2,0,0.03,0,0,Clinopyroxene
P03712,2.7,0,0,20.63,0.05,0.24,13.07,0.01,11.81,0.16,0.76,0,0,0,50.2,0,0.22,0,0,Clinopyroxene
P03713,1.07,0,0,23.43,0,0,8.12,0,13.86,0.28,0.3,0,0,0,55.03,0,0.24,0,0,Clinopyroxene
P03714,3.55,0,0,20.85,0,0,10.16,0,12.42,0.1,1,0,0,0,51.06,0,0.22,0,0,Clinopyroxene
P03715,2.47,0,0,23.33,0.05,0,8.04,0.02,12.96,0.1,0.61,0,0,0,51.45,0,0.31,0,0,Clinopyroxene
P03716,3.3,0,0,20.4,0,0,11,0,12.73,0.09,0.97,0,0,0,51.41,0,0.21,0,0,Clinopyroxene
P03717,3.61,0,0,21.68,0.04,0,10.94,0.02,10.92,0.16,1.23,0,0,0,51.44,0,0.42,0,0,Clinopyroxene
P03718,1.69,0,0,22.23,0.04,0.24,10.74,0.01,12.63,0.11,0.68,0,0,0,51.72,0,0.12,0,0,Clinopyroxene
P03719,2.49,0,0,21.53,0.01,0.24,12.01,0,11.56,0.15,0.94,0,0,0,50.57,0,0.21,0,0,Clinopyroxene
P03720,13.6,0,0,11.75,0.03,0.24,20.72,0.65,7.63,0.12,1.44,0,0,0,40.49,0,0.07,0,0,Clinopyroxene
P03721,1.73,0,0,23.39,0,0,7.79,0.01,13.27,0.18,0.63,0,0,0,51.92,0,0.18,0,0,Clinopyroxene
P03722,1.83,0,0,22.39,0,2.88,5.88,0.02,13.36,0.05,0.87,0,0,0,52.18,0,0.12,0,0,Clinopyroxene
P03723,4.68,0,0,20.96,0.14,0,5.7,0.03,13.03,0.09,1.43,0,0,0,51.46,0,0.27,0,0,Clinopyroxene
P03724,2.21,0,0,20.56,0.03,0,13.47,0,10.63,0.05,1.26,0,0,0,51.79,0,0.18,0,0,Clinopyroxene
P03725,2.55,0,0,22.53,0,0,6.78,0,13.26,0.06,1.19,0,0,0,53.13,0,0.2,0,0,Clinopyroxene
P03726,1.92,0,0,20.99,0,0,13.59,0,10.47,0.11,0.94,0,0,0,51.78,0,0.23,0,0,Clinopyroxene
P03727,3.77,0,0,21.32,0.06,0,5.79,0,13.34,0.08,1.48,0,0,0,52.33,0,0.19,0,0,Clinopyroxene
P03728,2.44,0,0,22.08,0.05,0.24,11.61,0.01,11.81,0.09,0.76,0,0,0,51.25,0,0.22,0,0,Clinopyroxene
P03729,3.96,0,0,21.29,0,0,9.88,0,11.9,0.1,1.1,0,0,0,50.72,0,0.16,0,0,Clinopyroxene
P03730,1.16,0,0,24.12,0.03,4.54,4.52,0.02,13.73,0.08,0.52,0,0,0,52.11,0,0.14,0,0,Clinopyroxene
P03731,2.86,0,0,22.55,0.05,0.34,11.1,0,10.91,0.13,0.82,0,0,0,52.79,0,0.3,0,0,Clinopyroxene
